	Label	area	meanHeight	medianHeight	maxHeight	id
0	121.0,511.0	11937	10.188025040869325	13.87178142857143	28.87178142857143	IL401
1	130.5,423.0	13901	9.752725245563012	12.87178142857143	28.87178142857143	IL401
2	132.66666666666666,626.6666666666666	11824	10.07991742315871	12.87178142857143	29.87178142857143	IL401
3	266.0,670.0	76	2.0033603759398506	-0.12821857142857063	19.87178142857143	IL401
4	294.0,394.0	11163	11.07916295683444	11.87178142857143	27.87178142857143	IL401
5	302.25,97.0	13110	11.434710490356325	11.87178142857143	26.87178142857143	IL401
6	314.0,303.0	11407	11.215254734436249	11.87178142857143	28.87178142857143	IL401
7	323.0,498.5	12311	11.762610768186407	12.87178142857143	27.87178142857143	IL401
8	333.3333333333333,191.66666666666666	7248	9.681246108483128	10.87178142857143	25.87178142857143	IL401
9	482.375,619.25	1	-1.1282185714285706	-1.1282185714285706	-1.1282185714285706	IL401
10	499.0,209.0	3240	6.480114761904764	5.871781428571429	16.87178142857143	IL401
11	514.0,421.0	11127	12.074441624491262	12.87178142857143	28.87178142857143	IL401
12	514.625,83.5	12808	12.787537206210404	13.87178142857143	27.87178142857143	IL401
13	517.5,517.5	11776	12.167297732919254	12.87178142857143	28.87178142857143	IL401
14	533.0,308.0	10861	12.034657775132521	12.87178142857143	27.87178142857143	IL401
15	661.0,205.0	5724	12.122130834581212	12.87178142857143	24.87178142857143	IL401
16	664.5,631.0	4272	12.966350716960944	13.87178142857143	24.87178142857143	IL401
17	706.0,310.0	10034	10.348161735527777	11.87178142857143	31.87178142857143	IL401
18	724.0,60.5	1082	1.5806538869817803	0.8717814285714294	19.87178142857143	IL401
19	724.25,405.0	12139	11.833969417697388	12.87178142857143	29.87178142857143	IL401
20	725.0,504.0	11139	9.805258401369704	10.87178142857143	25.87178142857143	IL401
21	742.0,180.0	6893	10.306280195436363	11.87178142857143	36.87178142857143	IL401
22	762.25,633.5	5882	9.297146950502745	9.87178142857143	28.87178142857143	IL401
23	864.0,90.0	6234	12.824781107750129	12.87178142857143	33.87178142857143	IL401
24	919.5,452.0	10986	10.06903247535825	13.87178142857143	31.87178142857143	IL401
25	93.0,232.5	20844	10.513308966472023	14.87178142857143	30.87178142857143	IL401
26	937.0,225.0	9078	8.451204208919522	12.87178142857143	36.87178142857143	IL401
27	946.5,311.5	8490	7.01889568063268	13.87178142857143	33.87178142857143	IL401
28	95.0,109.0	11829	9.031473710252046	11.87178142857143	25.87178142857143	IL401
29	958.0,108.0	4038	-4.245851062760913	-14.12821857142857	29.87178142857143	IL401
30	958.0,500.0	4488	2.512824209320092	6.871781428571429	30.87178142857143	IL401
31	961.0,614.0	5813	5.963300437688924	11.87178142857143	47.87178142857143	IL401
0	103.75,300.0	14718	3.822420793391956	6.920124285714284	20.920124285714284	IL402
1	135.75,477.5	13134	9.899338538797885	9.920124285714284	26.920124285714284	IL402
2	154.0,209.25	11398	8.354147798611283	9.920124285714284	20.920124285714284	IL402
3	257.0,204.0	12719	8.211892506486357	9.920124285714284	27.920124285714284	IL402
4	261.0,410.5	10150	5.660025763546795	5.920124285714284	22.920124285714284	IL402
5	274.0,327.0	10976	9.376210291545188	10.920124285714284	26.920124285714284	IL402
6	289.25,516.0	10508	6.337139892870734	7.920124285714284	26.920124285714284	IL402
7	307.6666666666667,66.0	18825	12.325117645608042	13.920124285714284	30.920124285714284	IL402
8	333.0,513.0	11283	7.550364470062419	8.920124285714284	21.920124285714284	IL402
9	343.5,264.0	16176	11.133155937544156	11.920124285714284	27.920124285714284	IL402
10	353.0,411.0	10310	6.866584033531936	6.920124285714284	23.920124285714284	IL402
11	41.5,400.75	9188	-3.500206580633126	0.9201242857142837	19.920124285714284	IL402
12	468.8333333333333,306.6666666666667	11513	8.349725605960963	8.920124285714284	28.920124285714284	IL402
13	47.75,536.75	6313	-4.9682013914598	-3.0798757142857163	24.920124285714284	IL402
14	489.1666666666667,456.6666666666667	10872	10.492144153263954	10.920124285714284	26.920124285714284	IL402
15	501.0,94.5	22287	10.035348407399571	10.920124285714284	25.920124285714284	IL402
16	52.5,208.75	8493	-0.3435045851205203	2.9201242857142837	24.920124285714284	IL402
17	521.125,429.125	11352	10.778387146884125	11.920124285714284	26.920124285714284	IL402
18	533.75,258.0	16332	10.668777236975611	11.920124285714284	28.920124285714284	IL402
19	552.3333333333334,516.3333333333334	14504	8.94322136238279	9.920124285714284	27.920124285714284	IL402
20	584.0,310.0	12848	8.74258692581391	8.920124285714284	27.920124285714284	IL402
21	670.0,64.0	13556	9.893198939004339	10.920124285714284	29.920124285714284	IL402
22	690.0,516.0	13877	11.512903704897102	12.920124285714284	26.920124285714284	IL402
23	717.75,625.5	16613	7.535485749628087	7.920124285714284	25.920124285714284	IL402
24	727.0,396.0	17162	11.338315638703445	12.920124285714284	29.920124285714284	IL402
25	773.5,103.0	14717	6.634196447160232	6.920124285714284	33.92012428571428	IL402
26	778.3333333333334,304.0	15347	7.811438549088233	7.920124285714284	29.920124285714284	IL402
27	779.0,516.0	11475	5.167967422969184	6.920124285714284	29.920124285714284	IL402
28	862.5,182.0	8738	8.245713665435044	8.920124285714284	32.92012428571428	IL402
29	88.9,631.8	16292	2.813323401844901	6.920124285714284	21.920124285714284	IL402
30	89.25,78.5	17378	7.265963852983244	10.920124285714284	30.920124285714284	IL402
31	896.0,300.0	11050	10.175237407886232	11.920124285714284	37.92012428571428	IL402
32	910.6666666666666,645.6666666666666	9172	3.889378537785806	7.920124285714284	27.920124285714284	IL402
33	916.0,88.0	12529	4.028592639134349	8.920124285714284	28.920124285714284	IL402
34	926.9166666666666,545.0833333333334	12844	2.083936182319704	7.920124285714284	32.92012428571428	IL402
35	932.5,401.0	13254	4.208414613162603	9.920124285714284	31.920124285714284	IL402
36	974.0,330.0	3550	-13.252551770623745	-22.079875714285716	35.92012428571428	IL402
37	974.25,164.5	5826	-6.855879833750185	-22.079875714285716	28.920124285714284	IL402
38	98.25,531.0	7759	12.044367100510005	12.920124285714284	24.920124285714284	IL402
0	203.7222222222222,152.0	8949	8.557299135897068	10.427675714285716	27.427675714285716	IL404
1	207.0,350.0	11665	9.513659426244566	9.427675714285716	31.427675714285716	IL404
2	22.75,78.5	6191	12.849255426771581	14.427675714285716	29.427675714285716	IL404
3	221.5,506.0	12006	7.707119325813284	9.427675714285716	33.42767571428571	IL404
4	224.0,57.5	8325	8.120408447018448	8.427675714285716	23.427675714285716	IL404
5	228.5,268.5	14956	11.963046134184083	13.427675714285716	28.427675714285716	IL404
6	24.925,605.1	14395	12.100478770902598	13.427675714285716	29.427675714285716	IL404
7	266.0,620.0	11499	5.105299855515387	5.427675714285716	20.427675714285716	IL404
8	299.5,162.0	14651	12.802871946624805	13.427675714285716	28.427675714285716	IL404
9	303.1666666666667,471.8333333333333	16023	11.081735503338951	11.427675714285716	27.427675714285716	IL404
10	32.25,483.5	11482	14.447707067708468	15.427675714285716	30.427675714285716	IL404
11	33.166666666666664,270.0	14381	11.628704849950829	13.427675714285716	28.427675714285716	IL404
12	340.0,58.0	6217	7.917783483306145	7.427675714285716	22.427675714285716	IL404
13	367.0,363.0	11309	10.409725409218954	10.427675714285716	28.427675714285716	IL404
14	437.0,616.0	6502	9.249576667838468	10.427675714285716	28.427675714285716	IL404
15	484.0,591.0	12973	12.333634243538778	14.427675714285716	30.427675714285716	IL404
16	485.0,272.0	17668	11.69052380122255	12.427675714285716	30.427675714285716	IL404
17	500.0,167.0	19455	10.475375534383378	10.427675714285716	29.427675714285716	IL404
18	520.5,497.75	20372	12.370243945190879	13.427675714285716	29.427675714285716	IL404
19	68.75,382.5	13207	12.952776039870631	14.427675714285716	29.427675714285716	IL404
20	683.0,251.0	10722	10.354461761664936	9.427675714285716	25.427675714285716	IL404
21	696.0,132.5	10625	11.285934537815127	11.427675714285716	27.427675714285716	IL404
22	712.0,586.0	13294	10.027495181714631	10.427675714285716	27.427675714285716	IL404
23	713.0,361.0	8042	1.6868152318186667	2.4276757142857157	22.427675714285716	IL404
24	756.875,242.875	11746	8.754425246041208	9.427675714285716	26.427675714285716	IL404
25	780.1666666666666,159.33333333333334	8796	8.35639331319431	9.427675714285716	27.427675714285716	IL404
26	817.0,614.0	7205	2.2382239446812733	3.4276757142857157	21.427675714285716	IL404
27	926.6666666666666,508.0	5518	8.799187131465853	10.427675714285716	20.427675714285716	IL404
28	927.3333333333334,69.33333333333333	5226	9.123810425345798	10.427675714285716	19.427675714285716	IL404
29	948.5,143.5	10621	11.244265489259824	11.427675714285716	23.427675714285716	IL404
30	953.6666666666666,508.0	4797	9.448522076595491	11.427675714285716	22.427675714285716	IL404
31	964.0,364.0	9917	9.65385298563794	11.427675714285716	25.427675714285716	IL404
32	967.5,260.0	12527	12.01664354377402	12.427675714285716	26.427675714285716	IL404
33	970.1,56.3	3561	10.739385908051513	14.427675714285716	27.427675714285716	IL404
0	14.75,91.0	14903	15.211146516808693	15.99246571428571	30.99246571428571	IL405
1	170.0,383.0	8256	4.8783668770764095	4.992465714285711	24.99246571428571	IL405
2	194.0,594.0	6770	3.980353454315253	7.992465714285711	24.99246571428571	IL405
3	220.0,146.0	9693	2.495405980457175	2.9924657142857107	24.99246571428571	IL405
4	23.5,246.0	14755	11.297311529263684	12.99246571428571	27.99246571428571	IL405
5	233.75,477.0	12369	8.890517294850024	9.99246571428571	28.99246571428571	IL405
6	238.16666666666666,41.5	793	8.90419333093136	9.99246571428571	18.99246571428571	IL405
7	249.66666666666666,240.33333333333334	11531	8.791442385866667	9.99246571428571	27.99246571428571	IL405
8	270.0,621.0	13448	10.616945190787792	10.99246571428571	27.99246571428571	IL405
9	281.0,351.0	13829	12.427565866140508	12.99246571428571	28.99246571428571	IL405
10	309.375,257.25	10904	9.223848693009113	8.99246571428571	27.99246571428571	IL405
11	326.0,488.0	10707	9.931384178841608	10.99246571428571	25.99246571428571	IL405
12	447.0,486.0	12182	7.3277144419166405	6.992465714285711	24.99246571428571	IL405
13	47.5,481.5	13625	11.43532809960681	12.99246571428571	28.99246571428571	IL405
14	483.0,118.0	11573	9.553599387490586	9.99246571428571	27.99246571428571	IL405
15	483.0,387.5	10453	8.681741520274421	7.992465714285711	26.99246571428571	IL405
16	515.0,246.0	18080	9.079910404551196	9.99246571428571	27.99246571428571	IL405
17	52.44444444444444,633.6944444444445	474	-3.4822178300180866	-1.0075342857142893	6.992465714285711	IL405
18	534.75,357.5	9172	10.023865627063731	10.99246571428571	25.99246571428571	IL405
19	537.625,600.75	16784	8.706955704752822	8.99246571428571	25.99246571428571	IL405
20	538.5,489.0	9866	7.661328475283074	8.99246571428571	21.99246571428571	IL405
21	55.0,361.0	12715	11.847676095724957	11.99246571428571	28.99246571428571	IL405
22	577.0,149.0	9260	6.873783208886142	6.992465714285711	27.99246571428571	IL405
23	660.5,38.5	4002	11.740591651317196	12.99246571428571	23.99246571428571	IL405
24	663.3333333333334,372.6666666666667	7826	6.90774810631229	7.992465714285711	21.99246571428571	IL405
25	680.5,504.0	6522	8.82334581241512	9.99246571428571	20.99246571428571	IL405
26	696.0,147.0	9650	8.689149652109545	8.99246571428571	26.99246571428571	IL405
27	722.0,246.5	13255	8.296954586409438	8.99246571428571	22.99246571428571	IL405
28	755.75,488.0	12356	5.964786853813067	6.992465714285711	23.99246571428571	IL405
29	755.75,597.0	1631	-0.11421730226854976	-0.007534285714289268	14.99246571428571	IL405
30	771.0,383.0	12384	5.484148530823177	6.992465714285711	23.99246571428571	IL405
31	773.5,47.0	7063	9.67673585445278	9.99246571428571	21.99246571428571	IL405
32	803.5,150.0	9450	4.829291111111107	5.992465714285711	25.99246571428571	IL405
33	823.5,236.0	8097	4.660490908802199	5.992465714285711	22.99246571428571	IL405
34	872.0,64.0	5396	7.5176695689929005	8.99246571428571	20.99246571428571	IL405
35	937.0,227.0	11333	9.545276091061499	9.99246571428571	25.99246571428571	IL405
36	948.25,112.5	9952	11.34485719338539	11.99246571428571	24.99246571428571	IL405
37	967.8,478.6	11087	5.695090409875139	5.992465714285711	20.99246571428571	IL405
38	968.375,382.625	12053	9.168770368728588	9.99246571428571	25.99246571428571	IL405
39	990.0,611.0	11133	9.105283463320113	10.99246571428571	22.99246571428571	IL405
40	995.4,163.0	3089	9.31554761781436	9.99246571428571	21.99246571428571	IL405
0	19.5,287.0	11609	14.884445591474595	15.629557142857141	28.62955714285714	IL407
1	198.375,165.25	12470	8.483205899873983	9.629557142857141	28.62955714285714	IL407
2	203.0,280.0	10932	9.308389927343054	10.629557142857141	27.62955714285714	IL407
3	213.0,376.0	9923	9.74565106606585	11.629557142857141	27.62955714285714	IL407
4	273.6,588.0	14715	11.688612528518032	12.629557142857141	27.62955714285714	IL407
5	300.6666666666667,272.3333333333333	11733	12.345912721140614	12.629557142857141	25.62955714285714	IL407
6	303.0,384.0	9495	12.016392319265776	11.629557142857141	28.62955714285714	IL407
7	310.0,485.0	2382	-1.6517190955979384	-1.3704428571428586	10.629557142857141	IL407
8	349.5,173.0	10383	10.247875547942378	10.629557142857141	24.62955714285714	IL407
9	390.0,603.0	8282	9.44989039569462	10.629557142857141	25.62955714285714	IL407
10	42.5,153.0	11184	9.642611506233393	9.629557142857141	25.62955714285714	IL407
11	436.25,470.0	10539	9.433143820910086	9.629557142857141	26.62955714285714	IL407
