	Label	area	meanHeight	medianHeight	maxHeight	id
0	106.5,336.6666666666667	9129	16.95971586044474	16.80121	31.80121	IL401
1	123.5,93.25	3987	17.32942670428894	16.80121	31.80121	IL401
2	131.0,211.0	9506	17.41766276667368	16.80121	39.80121	IL401
3	151.0,515.0	5857	18.140291441010756	17.80121	32.80121	IL401
4	158.0,596.0	3653	16.706493328770875	16.80121	31.80121	IL401
5	262.0,39.0	453	20.79458748344371	18.80121	40.80121	IL401
6	265.5,509.0	3545	16.097683906911143	15.801210000000001	26.80121	IL401
7	348.0,515.5	3279	16.34832802378774	15.801210000000001	28.80121	IL401
8	483.0,508.0	5856	15.403669016393444	14.801210000000001	32.80121	IL401
9	505.5,34.0	543	15.76621920810313	14.801210000000001	35.80121	IL401
10	55.5,506.0	4754	18.44025080774085	18.80121	36.80121	IL401
11	59.0,640.0	3825	17.39885705882353	17.80121	28.80121	IL401
12	63.0,415.0	4946	18.581436445612617	18.80121	36.80121	IL401
13	698.75,581.5	3747	15.66563487323192	14.801210000000001	31.80121	IL401
14	702.0,429.0	9145	15.980980366320395	15.801210000000001	28.80121	IL401
15	725.0,31.0	1708	17.42416081967213	16.80121	35.80121	IL401
16	742.1666666666666,628.6666666666666	2416	16.607501390728476	15.801210000000001	28.80121	IL401
17	864.0,398.0	3686	16.915697249050464	16.80121	28.80121	IL401
18	883.0,635.0	1635	16.64646993883792	16.80121	30.80121	IL401
19	884.0,202.0	4560	17.33322754385965	16.80121	30.80121	IL401
20	884.0,96.0	3580	16.563500502793296	16.80121	30.80121	IL401
21	896.0,307.0	4706	17.707712337441563	17.80121	36.80121	IL401
22	922.0,488.0	3879	16.057203812838363	15.801210000000001	27.80121	IL401
0	101.5,594.0	14446	14.225097297521804	14.64286	36.64286	IL402
1	104.0,441.0	23411	19.700610630045702	20.64286	46.64286	IL402
2	110.0,43.5	1398	10.208668297567955	9.64286	30.64286	IL402
3	137.0,229.0	16377	13.395867266288088	12.64286	35.64286	IL402
4	142.0,520.0	11272	19.13239158268275	20.64286	40.64286	IL402
5	20.0,631.0	5226	13.372481125143514	13.64286	33.64286	IL402
6	25.0,528.0	7484	19.199246958845535	19.64286	36.64286	IL402
7	264.0,39.0	858	10.40276675990676	9.64286	30.64286	IL402
8	275.0,520.0	16262	17.33564071577912	17.64286	40.64286	IL402
9	338.0,467.0	20061	17.94110036688101	18.64286	42.64286	IL402
10	405.0,525.0	11694	17.183393606977937	17.64286	42.64286	IL402
11	514.0,440.0	19121	17.39653397102662	18.64286	40.64286	IL402
12	539.0,530.0	14761	16.153394516631664	16.64286	42.64286	IL402
