	Label	area	meanHeight	medianHeight	maxHeight	id
0	125.0,109.0	9583	6.354922483564646	5.890662857142857	26.890662857142857	IL592
1	16.333333333333332,219.66666666666666	10798	16.712018663773712	16.890662857142857	37.89066285714286	IL592
2	2.375,611.5	8515	19.43311734921567	20.890662857142857	36.89066285714286	IL592
3	21.75,322.0	10734	16.191855329660093	15.890662857142857	32.89066285714286	IL592
4	240.0,317.0	8912	16.10587829699923	18.890662857142857	35.89066285714286	IL592
5	26.0,398.0	9506	8.588958670313485	8.890662857142857	31.890662857142857	IL592
6	306.5,414.0	14810	18.21692889360471	18.890662857142857	35.89066285714286	IL592
7	310.5,631.5	19647	18.247460332584403	19.890662857142857	34.89066285714286	IL592
8	320.5,265.0	14521	19.14946046061369	19.890662857142857	36.89066285714286	IL592
9	324.5,123.5	11498	11.089567014387598	11.890662857142857	29.890662857142857	IL592
10	333.0,516.5	13293	12.070908098999475	12.890662857142857	31.890662857142857	IL592
11	35.0,37.0	4730	13.205462011476897	12.890662857142857	35.89066285714286	IL592
12	391.0,315.0	13272	15.693857552742614	16.890662857142857	37.89066285714286	IL592
13	4.5,130.0	5329	19.889536942337074	20.890662857142857	37.89066285714286	IL592
14	429.75,427.5	9768	14.929258270738273	16.890662857142857	32.89066285714286	IL592
15	583.75,72.5	1746	3.962255067910327	3.890662857142857	15.890662857142857	IL592
16	629.0,646.0	11920	17.218431313518693	18.890662857142857	38.89066285714286	IL592
17	653.5,130.0	7454	5.889187139407412	5.890662857142857	23.890662857142857	IL592
18	654.0,314.0	22021	17.26834779424835	17.890662857142857	38.89066285714286	IL592
19	677.5,223.0	16871	16.52826584451764	16.890662857142857	35.89066285714286	IL592
20	679.0,522.0	2419	1.2862808811197084	0.890662857142857	18.890662857142857	IL592
21	681.3333333333334,422.6666666666667	18183	18.66721238142378	19.890662857142857	37.89066285714286	IL592
22	705.5,604.0	8233	17.52761172146935	18.890662857142857	37.89066285714286	IL592
23	721.0,34.25	176	-0.08660987012986965	-1.109337142857143	10.890662857142857	IL592
24	793.3333333333334,518.6666666666666	2561	4.688007644335361	3.890662857142857	21.890662857142857	IL592
25	86.0,628.0	15473	9.212384565925898	9.890662857142857	46.89066285714286	IL592
26	933.3809523809523,522.4761904761905	6130	7.585442628757864	6.890662857142857	25.890662857142857	IL592
27	952.0,113.0	14832	13.60735649252581	14.890662857142857	32.89066285714286	IL592
28	963.0,410.0	12052	13.64671994310369	13.890662857142857	33.89066285714286	IL592
29	964.25,217.0	14487	14.07855545050242	13.890662857142857	34.89066285714286	IL592
30	973.0,318.0	12965	14.653948626521952	15.890662857142857	35.89066285714286	IL592
31	994.0,24.0	2785	12.65547434726853	13.890662857142857	23.890662857142857	IL592
32	998.0,622.5	9066	20.147225839715105	20.890662857142857	33.89066285714286	IL592
0	19.0,217.0	13473	14.077032029243675	14.45861	37.45861	IL593
1	223.0,617.5	11492	5.528223644274277	9.45861	37.45861	IL593
2	244.75,306.0	24410	13.021125362556333	15.45861	39.45861	IL593
3	254.0,502.0	16318	14.597904031131264	19.45861	38.45861	IL593
4	261.0,109.0	18895	10.395630375760781	13.45861	41.45861	IL593
5	286.0,649.0	6239	17.067361402468343	19.45861	37.45861	IL593
6	316.25,419.0	21244	18.81951190171342	19.45861	38.45861	IL593
7	32.0,73.0	15216	8.257571619348056	8.45861	31.45861	IL593
8	337.0,60.0	8360	17.85334684210526	19.45861	39.45861	IL593
9	347.5,571.3333333333334	12880	18.210318074534165	18.45861	40.45861	IL593
10	366.0,172.0	14857	21.318877887191228	21.45861	38.45861	IL593
11	385.0,611.0	9723	15.2716306726319	16.45861	37.45861	IL593
12	387.0,293.0	18515	17.318777431812045	17.45861	40.45861	IL593
13	426.5,110.0	11149	13.047631436900168	15.45861	34.45861	IL593
14	46.333333333333336,543.3333333333334	26564	14.429811626261106	15.45861	38.45861	IL593
15	480.0,630.0	10685	6.176438731867101	7.45861	33.45861	IL593
16	49.5,297.5	15385	12.782041914202146	13.45861	39.45861	IL593
17	509.0,304.0	13663	5.348092544097199	7.45861	34.45861	IL593
18	51.75,398.0	17533	9.1621975206753	12.45861	31.45861	IL593
19	510.0,112.0	7677	7.201999344796143	9.45861	35.45861	IL593
20	541.0,502.0	15439	5.12575165425222	7.45861	28.45861	IL593
21	566.0,219.0	10946	9.714228490772882	12.45861	35.45861	IL593
22	618.0,92.5	13287	18.237943182810262	20.45861	43.45861	IL593
23	634.0,601.0	12798	19.45564078606032	20.45861	40.45861	IL593
24	636.0,522.5	15559	14.009030978211968	16.45861	38.45861	IL593
25	655.0,284.5	24567	15.304622944193433	18.45861	42.45861	IL593
26	674.1666666666666,193.33333333333334	9116	21.435573580517776	21.45861	37.45861	IL593
27	727.3333333333334,619.6666666666666	19357	12.936060018081314	16.45861	39.45861	IL593
28	734.0,168.5	19932	12.691351320489666	17.45861	36.45861	IL593
29	886.0,108.66666666666667	17591	6.4729923546131545	9.45861	34.45861	IL593
30	914.5,503.0	25015	4.267324771137318	4.45861	34.45861	IL593
31	962.0,28.0	6821	16.209086469725847	17.45861	36.45861	IL593
32	978.0,289.0	17398	7.055575168410165	8.45861	36.45861	IL593
33	983.5,568.5	15004	13.728604668088508	15.45861	35.45861	IL593
34	985.5,391.0	12111	10.694676385930144	13.45861	31.45861	IL593
35	997.0,195.0	8964	16.749105314591702	18.45861	35.45861	IL593
0	15.5,222.5	21629	9.669182393479652	11.137211428571426	39.137211428571426	IL594
1	20.75,67.0	13574	12.62925504136058	13.137211428571426	36.137211428571426	IL594
2	215.0,123.0	15886	3.3870540573011283	6.137211428571426	37.137211428571426	IL594
3	234.0,531.0	26538	9.554763617884866	13.137211428571426	37.137211428571426	IL594
4	246.0,215.0	20507	6.403559504838064	10.137211428571426	34.137211428571426	IL594
5	25.5,525.0	11790	14.019569359020963	15.137211428571426	41.137211428571426	IL594
6	316.0,447.0	12583	17.777678725718367	18.137211428571426	40.137211428571426	IL594
7	318.0,342.0	18440	11.365085615122403	11.137211428571426	36.137211428571426	IL594
8	327.3333333333333,111.0	18560	10.157685566502458	11.137211428571426	39.137211428571426	IL594
9	350.0,525.0	13335	17.187155185601796	17.137211428571426	46.137211428571426	IL594
10	363.5,207.5	18422	9.960520515532671	12.137211428571426	35.137211428571426	IL594
11	376.5,623.5	20571	8.769071814551687	11.137211428571426	33.137211428571426	IL594
12	399.0,429.0	14687	6.6111679887947545	10.137211428571426	35.137211428571426	IL594
13	419.5,321.0	13730	5.519148792009155	7.137211428571426	36.137211428571426	IL594
14	55.2,432.3	25474	6.678940250114962	8.137211428571426	35.137211428571426	IL594
15	572.0,313.0	14938	9.03190951399116	11.137211428571426	42.137211428571426	IL594
16	582.0,214.0	15068	7.00295339830862	10.137211428571426	31.137211428571426	IL594
17	584.0,477.0	18238	13.717922032804346	15.137211428571426	41.137211428571426	IL594
18	586.6666666666666,617.5	18057	10.23617581911249	13.137211428571426	41.137211428571426	IL594
19	598.0,105.0	21032	9.939512683801553	12.137211428571426	44.137211428571426	IL594
20	65.0,642.0	16829	8.43277266215631	12.137211428571426	37.137211428571426	IL594
21	656.8333333333334,516.0	18614	18.483080129549187	19.137211428571426	44.137211428571426	IL594
22	676.0,302.0	13485	16.96331450606494	18.137211428571426	43.137211428571426	IL594
23	680.9333333333333,74.73333333333333	7744	17.21417423848878	17.137211428571426	44.137211428571426	IL594
24	699.0,402.5	21657	12.9599015518572	16.137211428571426	43.137211428571426	IL594
25	708.0,656.0	16794	14.511511773932867	17.137211428571426	39.137211428571426	IL594
26	713.0,105.0	14735	11.073417740074653	15.137211428571426	40.137211428571426	IL594
27	715.0,215.0	16558	5.343516537884142	8.137211428571426	38.137211428571426	IL594
28	910.5,335.0	22410	2.3858950519538453	7.137211428571426	36.137211428571426	IL594
29	930.0,30.0	10592	3.6057726068191585	4.137211428571426	36.137211428571426	IL594
30	952.0,654.3333333333334	19833	2.920804430134474	5.137211428571426	32.137211428571426	IL594
31	965.75,421.5	19189	5.015839809414615	8.137211428571426	38.137211428571426	IL594
32	972.75,237.5	16720	13.46466358168147	16.137211428571426	39.137211428571426	IL594
33	981.5,94.0	11264	16.707257593344153	18.137211428571426	39.137211428571426	IL594
0	1.5,113.0	5210	20.886833852481494	21.462265714285714	40.462265714285714	IL595
1	196.0,219.0	10907	9.895107008867178	10.462265714285714	38.462265714285714	IL595
2	198.0,520.0	11740	6.896507622292525	6.462265714285714	39.462265714285714	IL595
3	224.33333333333334,403.0	11613	10.844940303108586	19.462265714285714	39.462265714285714	IL595
