	Label	area	meanHeight	medianHeight	maxHeight	id
0	250.5,422.0	298	8.76307542665388	9.662404285714285	19.662404285714285	IL592
1	292.0,328.0	4073	11.425723706288803	11.662404285714285	24.662404285714285	IL592
2	305.6666666666667,427.0	4450	14.924651476725519	15.662404285714285	28.662404285714285	IL592
3	309.0,612.0	3959	13.064526033630425	13.662404285714285	25.662404285714285	IL592
4	343.375,35.75	3100	14.081113963133642	14.662404285714285	24.662404285714285	IL592
5	366.5,417.5	8168	13.227536509024763	13.662404285714285	24.662404285714285	IL592
6	374.16666666666663,598.1904761904763	10961	11.409690117298997	11.662404285714285	24.662404285714285	IL592
7	376.0,217.5	8656	12.403162141536836	12.662404285714285	25.662404285714285	IL592
8	376.5,303.0	8274	11.678116154218028	12.662404285714285	22.662404285714285	IL592
9	379.75,128.5	3287	8.764016698248508	8.662404285714285	17.662404285714285	IL592
10	39.0,315.0	10689	17.617124091121713	18.662404285714285	35.66240428571429	IL592
11	52.833333333333336,139.0	9284	16.521624449436818	17.662404285714285	29.662404285714285	IL592
12	534.0,116.0	243	9.794091528512642	9.662404285714285	18.662404285714285	IL592
13	55.5,506.3333333333333	10840	16.69026406431207	17.662404285714285	31.662404285714285	IL592
14	607.0,518.8333333333334	243	3.4772191005290978	2.6624042857142847	8.662404285714285	IL592
15	618.0,439.6666666666667	10990	14.409629035486805	15.662404285714285	27.662404285714285	IL592
16	627.375,205.75	10041	15.335046452829115	15.662404285714285	27.662404285714285	IL592
17	636.0,642.5	11769	11.437831254870542	11.662404285714285	24.662404285714285	IL592
18	642.0714285714286,102.10714285714286	4621	11.661755075586608	11.662404285714285	27.662404285714285	IL592
19	66.5,212.5	11818	14.38706158813432	14.662404285714285	29.662404285714285	IL592
20	668.25,524.0	825	5.501192164502164	3.6624042857142847	20.662404285714285	IL592
21	676.6666666666666,309.6666666666667	12312	14.963898762647357	14.662404285714285	29.662404285714285	IL592
22	69.66666666666667,611.0	15044	15.613481126979902	16.662404285714285	29.662404285714285	IL592
23	70.5,44.0	5660	13.51894138818778	13.662404285714285	31.662404285714285	IL592
24	72.0,419.0	3872	9.026040649350652	8.662404285714285	22.662404285714285	IL592
25	749.0,125.0	1537	8.918747812064314	8.662404285714285	21.662404285714285	IL592
26	786.0,520.0	63	6.598912222222221	5.662404285714285	17.662404285714285	IL592
27	884.5,222.66666666666666	7090	16.763250548055613	16.662404285714285	30.662404285714285	IL592
28	885.0,321.5	5379	13.667795622393964	13.662404285714285	27.662404285714285	IL592
29	885.5,606.25	5565	11.81981668463612	12.662404285714285	24.662404285714285	IL592
30	895.25,132.0	10113	15.075733663742565	15.662404285714285	28.662404285714285	IL592
31	922.75,409.5	9627	12.704473466144325	12.662404285714285	24.662404285714285	IL592
32	937.5,534.0	977	4.513990774967098	4.662404285714285	10.662404285714285	IL592
33	946.0,334.75	5867	15.124480304122333	15.662404285714285	25.662404285714285	IL592
34	957.0,653.0	5117	13.610616128590973	14.662404285714285	24.662404285714285	IL592
35	960.25,27.5	2261	12.27142684210526	12.662404285714285	24.662404285714285	IL592
36	995.0,233.0	4413	15.987806506425816	16.662404285714285	26.662404285714285	IL592
0	102.7,578.2	21591	17.47358626550745	17.908072857142855	37.908072857142855	IL593
1	119.16666666666667,270.0	12641	16.16050541785799	16.908072857142855	32.908072857142855	IL593
2	123.0,37.0	2290	4.103269363693073	3.908072857142855	21.908072857142855	IL593
3	14.0,642.0	6085	19.283422076534805	20.908072857142855	36.908072857142855	IL593
4	142.5,399.5	10982	13.30007795639618	13.908072857142855	35.908072857142855	IL593
5	194.0,116.0	5535	5.404007816492445	5.908072857142855	27.908072857142855	IL593
6	23.0,412.0	7789	16.799458144085982	17.908072857142855	40.908072857142855	IL593
7	287.0,195.0	9167	15.855056603188451	17.908072857142855	34.908072857142855	IL593
8	291.0,607.0	7074	16.04448789813805	16.908072857142855	34.908072857142855	IL593
9	312.0,448.0	11185	14.094215011814292	14.908072857142855	34.908072857142855	IL593
10	32.5,338.0	6159	18.572953519588054	19.908072857142855	34.908072857142855	IL593
11	328.625,102.0	13582	18.153471178450467	18.908072857142855	36.908072857142855	IL593
12	336.0,537.0	9575	16.98932612085043	17.908072857142855	34.908072857142855	IL593
13	36.0,127.0	8177	13.65736966526319	14.908072857142855	47.908072857142855	IL593
14	39.0,241.0	7620	17.36765290963629	17.908072857142855	43.908072857142855	IL593
15	403.0,292.0	16220	17.700181365157654	18.908072857142855	35.908072857142855	IL593
16	416.625,403.25	11098	14.985113765414617	15.908072857142855	29.908072857142855	IL593
17	438.0,629.0	9180	14.888791811391222	15.908072857142855	35.908072857142855	IL593
18	448.5,515.0	8383	13.699794197951633	14.908072857142855	28.908072857142855	IL593
19	450.0,208.0	9723	14.010921772086803	14.908072857142855	31.908072857142855	IL593
20	475.0,121.5	6978	15.84415769520534	17.908072857142855	33.908072857142855	IL593
21	579.0,354.0	5352	15.218797819773648	15.908072857142855	32.908072857142855	IL593
22	595.0,119.0	10811	16.041640519708757	17.908072857142855	38.908072857142855	IL593
23	609.5,567.5	12260	15.65415768585411	15.908072857142855	34.908072857142855	IL593
24	620.25,277.0	12724	16.4392737373692	17.908072857142855	37.908072857142855	IL593
25	631.5,418.0	1679	10.670431403896877	6.908072857142855	27.908072857142855	IL593
26	667.0,29.0	4619	18.09252836699347	19.908072857142855	30.908072857142855	IL593
27	670.5,635.0	11359	17.424667627809285	17.908072857142855	36.908072857142855	IL593
28	694.0,516.0	8277	14.97778410517958	15.908072857142855	27.908072857142855	IL593
29	718.0,216.0	10017	15.012495338923827	15.908072857142855	36.908072857142855	IL593
30	738.1666666666666,86.0	8056	17.693822608880687	19.908072857142855	34.908072857142855	IL593
31	741.0,413.0	2974	16.222800496685558	17.908072857142855	30.908072857142855	IL593
32	842.0,26.0	2797	12.574858699116398	12.908072857142855	28.908072857142855	IL593
33	846.5,527.0	7468	13.910215331700968	15.908072857142855	27.908072857142855	IL593
34	856.5,125.5	5317	14.7858234683898	17.908072857142855	29.908072857142855	IL593
35	862.0,310.0	7102	14.61660566480267	15.908072857142855	31.908072857142855	IL593
36	900.0,607.0	12264	15.912883685583822	15.908072857142855	34.908072857142855	IL593
37	904.0,227.0	8723	17.690487164147328	18.908072857142855	34.908072857142855	IL593
38	951.0,294.5	9626	17.88916573061055	18.908072857142855	31.908072857142855	IL593
39	958.75,422.5	12897	17.08129143510672	17.908072857142855	33.908072857142855	IL593
40	978.0,135.0	10529	16.89791044855704	18.908072857142855	30.908072857142855	IL593
41	997.0,526.0	6604	15.872639786276714	16.908072857142855	27.908072857142855	IL593
0	120.0,636.0	11571	8.845537810042345	9.22942857142857	30.22942857142857	IL594
1	129.0,176.66666666666666	16653	9.378290638323428	10.22942857142857	30.22942857142857	IL594
2	133.0,472.5	13993	8.82629843493175	9.22942857142857	34.22942857142857	IL594
3	155.0,331.0	6625	4.508221024258759	4.229428571428571	22.22942857142857	IL594
4	23.0,60.0	10627	10.959832260145987	11.22942857142857	32.22942857142857	IL594
5	270.5,444.0	9439	9.155586003359922	10.22942857142857	26.22942857142857	IL594
6	280.0,305.0	7193	7.691266469384914	8.22942857142857	25.22942857142857	IL594
7	288.0,76.5	8488	7.2481608994210305	7.229428571428571	25.22942857142857	IL594
8	333.0,560.0	18779	10.387850212623519	10.22942857142857	32.22942857142857	IL594
9	345.0,236.0	10229	7.952177618256215	8.22942857142857	22.22942857142857	IL594
10	36.0,444.0	10056	10.56475076713263	11.22942857142857	28.22942857142857	IL594
11	366.0,147.5	9894	9.30705137312657	10.22942857142857	25.22942857142857	IL594
12	385.0,646.0	11465	8.586602579278548	9.22942857142857	28.22942857142857	IL594
13	411.0,401.0	14840	10.596948787061997	10.22942857142857	33.22942857142857	IL594
14	419.0,53.666666666666664	8782	6.919704135081496	6.229428571428571	25.22942857142857	IL594
15	433.5,318.5	7929	7.0769503270093495	7.229428571428571	23.22942857142857	IL594
16	440.25,227.5	5484	7.169253516723977	7.229428571428571	23.22942857142857	IL594
17	46.5,564.0	10500	12.458190476190474	12.22942857142857	36.22942857142857	IL594
18	49.666666666666664,190.33333333333334	8688	11.480809786898185	12.22942857142857	37.22942857142857	IL594
19	5.0,663.0	3286	13.521577080253891	14.22942857142857	27.22942857142857	IL594
20	537.0,332.0	6912	8.678068617724868	9.22942857142857	29.22942857142857	IL594
21	559.5,572.5	15088	9.129746705044688	9.22942857142857	40.22942857142857	IL594
22	584.5,52.5	6943	9.375907038949812	9.22942857142857	28.22942857142857	IL594
23	596.0,139.0	12485	9.710966416843071	10.22942857142857	32.22942857142857	IL594
24	628.5,266.5	10255	8.728599707459772	9.22942857142857	28.22942857142857	IL594
25	640.0,657.0	7265	12.843606135089964	13.22942857142857	27.22942857142857	IL594
26	66.0,287.5	9957	8.432803081823266	9.22942857142857	29.22942857142857	IL594
27	677.0,400.0	15308	10.815788644592928	12.22942857142857	28.22942857142857	IL594
28	700.0,527.5	14430	9.068860310860309	10.22942857142857	31.22942857142857	IL594
29	718.25,75.5	10946	11.239843334812456	11.22942857142857	31.22942857142857	IL594
30	719.0,639.0	7362	10.552031125082472	11.22942857142857	30.22942857142857	IL594
31	720.75,321.875	7502	9.875789541836461	11.22942857142857	28.22942857142857	IL594
32	726.5,208.5	7092	9.286112158569011	10.22942857142857	24.22942857142857	IL594
33	862.0,329.0	7946	8.955957642659378	9.22942857142857	29.22942857142857	IL594
34	863.0,228.0	14351	9.323916760404948	9.22942857142857	27.22942857142857	IL594
35	876.5,53.666666666666664	10447	10.023915026870327	11.22942857142857	30.22942857142857	IL594
36	881.3333333333334,427.0	9620	8.710717552717554	9.22942857142857	26.22942857142857	IL594
37	891.0,602.0	9657	7.775768014319738	8.22942857142857	26.22942857142857	IL594
38	953.0,532.0	4316	4.749817820733483	5.229428571428571	21.22942857142857	IL594
39	956.7222222222222,305.1111111111111	12977	13.771310362289327	14.22942857142857	28.22942857142857	IL594
40	979.3333333333334,611.0	4686	13.083248460459728	13.72942857142857	29.22942857142857	IL594
41	980.3333333333334,444.3333333333333	6218	9.792792997288977	10.22942857142857	24.22942857142857	IL594
42	986.5,73.5	10572	11.665959029241662	12.22942857142857	28.22942857142857	IL594
0	107.0,515.0	11426	8.643571775399465	8.881712857142858	26.88171285714286	IL595
1	136.5,615.0	9419	10.162740567090836	10.881712857142858	28.88171285714286	IL595
2	138.66666666666666,418.0	11698	10.099698837652348	9.881712857142858	29.88171285714286	IL595
3	20.0,614.0	7258	12.557794422312327	12.881712857142858	35.88171285714286	IL595
4	24.0,437.0	7151	14.383740545578043	14.881712857142858	34.88171285714286	IL595
5	26.0,327.0	7343	13.241511304643879	13.881712857142858	33.88171285714286	IL595
6	273.8,633.9	6583	11.581241947223369	11.881712857142858	27.88171285714286	IL595
7	282.5,434.0	7092	10.137212011119168	10.881712857142858	26.88171285714286	IL595
8	282.5,517.0	4709	8.191545093286415	8.881712857142858	23.88171285714286	IL595
9	283.25,308.0	4938	12.051012168604991	13.881712857142858	29.88171285714286	IL595
