,Height
IL514,4.307471428571429
IL515,3.4180657142857145
IL516,5.355772857142857
IL517,3.924361428571429
IL518,3.9994214285714285
IL521,4.897205714285715
IL522,3.6547385714285716
IL523,4.235857142857143
IL524,4.743397142857143
IL525,5.671568571428572
IL526,4.643084285714286
IL528,3.69357
IL529,2.85196
IL530,4.184208571428571
IL532,5.00958
IL533,4.369062857142858
IL535,3.8979242857142857
IL536,4.508584285714286
IL537,3.399577142857143
IL538,4.778208571428571
IL539,4.03298
IL541,3.781897142857143
IL542,4.049917142857143
IL543,4.380708571428571
IL544,3.404524285714286
IL545,3.8301157142857143
IL546,3.5509914285714284
IL547,4.304354285714286
IL548,4.212618571428571
IL549,4.175002857142857
IL550,4.935931428571428
IL551,3.439232857142857
IL552,5.451071428571429
IL553,5.5113328571428575
IL554,5.8421771428571425
IL555,4.463648571428571
IL557,4.82096
IL559,3.5459528571428574
IL560,4.8699
IL561,6.229168571428572
IL562,6.998798571428572
IL563,4.576184285714286
IL564,6.062391428571429
IL566,6.069337142857143
IL567,6.190678571428571
IL568,5.805021428571429
IL572,7.71616
IL573,8.165334285714286
IL575,7.120892857142858
IL578,8.159814285714285
IL579,6.52285
IL580,9.36669
IL581,7.4911585714285716
IL582,8.316068571428572
IL583,7.19484
IL584,7.475961428571429
IL585,7.881258571428571
IL586,6.890508571428572
IL587,8.01723
IL589,8.39891
IL590,8.931501428571428
IL591,7.14336
IL592,5.8935442857142855
IL593,10.540187142857143
IL594,9.231841428571428
IL595,8.946698571428572
IL596,8.802975714285715
IL597,9.587407142857144
IL599,5.368798571428571
IL600,4.7327457142857146
IL601,4.8543457142857145
IL602,4.7640585714285715
IL603,4.894598571428571
IL605,4.52896
IL606,4.476864285714286
IL607,4.375647142857143
IL609,5.456942857142857
IL611,4.305994285714286
IL612,4.090481428571429
IL613,4.328432857142857
IL614,4.039201428571428
IL615,4.01795
IL617,5.3262342857142855
IL618,4.438142857142857
IL619,5.729158571428571
IL621,3.8310285714285714
IL622,4.738465714285715
IL623,4.742894285714286
IL625,5.1027957142857145
IL626,5.412871428571429
IL627,4.87661
IL628,6.314468571428572
IL629,4.12656
IL631,5.2031914285714285
IL633,5.111504285714286
IL634,5.315541428571429
IL639,5.251554285714286
IL640,4.323824285714286
IL641,5.329447142857143
IL642,4.254412857142857
IL643,4.183975714285714
IL644,3.7244885714285716
IL645,3.358835714285714
IL646,5.394531428571429
IL648,4.905911428571429
IL649,5.609044285714286
IL652,5.517341428571428
IL653,4.414244285714286
IL655,4.584568571428571
IL656,5.47849
IL659,4.614487142857143
IL660,5.015777142857143
IL661,2.8180171428571428
IL664,5.37934
IL665,4.864272857142857
IL667,3.8834257142857145
IL669,4.048112857142857
IL670,3.452307142857143
IL671,4.641122857142857
IL672,5.685658571428571
IL673,3.8896714285714284
IL674,6.0355042857142855
IL675,3.3122157142857143
IL676,4.749932857142857
IL677,6.527007142857143
IL681,3.572807142857143
IL683,4.230018571428571
IL687,4.444292857142857
IL688,6.246051428571429
IL689,8.78597
IL690,5.745465714285714
IL691,3.035085714285714
IL693,8.092082857142858
IL695,8.065917142857144
IL696,4.4582
IL697,7.386557142857143
IL698,7.5979785714285715
IL699,6.9781128571428575
IL700,2.3471471428571427
IL702,9.283738571428572
IL703,2.00206
IL704,8.035014285714286
IL705,6.122742857142857
IL706,1.96368
IL708,1.1466328571428572
IL710,4.931744285714286
IL711,7.642981428571429
IL712,5.975862857142857
IL713,4.5066628571428575
IL714,8.698662857142857
IL715,4.253871428571428
IL717,4.538691428571428
IL718,6.6990042857142855
IL719,5.501128571428572
IL720,8.488707142857143
IL721,4.749498571428571
IL723,6.4251828571428575
IL724,4.8352514285714285
IL726,4.56981
IL727,4.7306
IL728,8.513871428571429
IL729,7.669214285714285
IL731,8.81238857142857
IL733,8.602011428571428
IL734,7.051132857142857
IL735,5.890068571428571
IL736,7.689188571428572
IL737,6.535355714285714
IL738,6.011248571428571
IL739,5.44362
IL740,5.803217142857143
IL741,4.447414285714285
IL742,6.162797142857142
IL743,5.647327142857143
IL744,5.888627142857143
IL746,6.8863585714285716
IL747,6.061634285714286
IL748,4.099811428571429
IL749,8.704251428571428
IL750,3.5509642857142856
IL751,4.903471428571429
IL752,4.818512857142857
IL753,6.9213
IL754,4.8258157142857145
IL755,7.7974885714285715
IL756,7.907701428571428
IL757,6.332922857142857
IL758,4.706628571428571
IL759,6.589264285714286
IL760,5.9186628571428574
IL761,4.635342857142857
IL762,4.014524285714286
IL763,4.335895714285714
IL764,6.944275714285714
IL765,6.070275714285715
IL767,4.77043
IL768,6.412628571428572
IL769,6.193841428571429
IL771,5.609572857142857
IL772,3.8863885714285713
IL773,5.104018571428571
IL774,7.975874285714286
IL776,10.44398
IL777,6.866385714285714
IL778,5.603061428571428
IL780,4.832427142857143
IL782,4.961807142857142
IL783,4.515068571428571
IL784,7.899374285714286
IL786,5.03426
IL787,4.72068
IL788,7.630165714285714
IL792,5.622845714285714
IL793,5.798635714285714
IL795,8.92363142857143
IL796,6.0960914285714285
