,Height_rate
IL121,-0.37196715574965683
IL122,-0.4366048694097483
IL123,-0.45099730908422947
IL124,-0.25249801284822254
IL125,-0.3717267541789229
IL126,-0.29488427421548086
IL127,-0.38704852828724223
IL128,-0.3772653427166623
IL129,-0.3968418989594387
IL130,-0.36727478439901035
IL131,-0.34065992514289745
IL132,-0.4548538372184423
IL133,-0.4113470146622496
IL134,-0.3407460990040152
IL135,-0.3675966421571756
IL136,-0.3063801552957408
IL137,-0.36615084574177625
IL138,-0.37943677597262554
IL139,-0.35966994346622827
IL140,-0.40420529663692684
IL141,-0.30318456514027875
IL142,-0.29239459301490306
IL143,-0.3126187729035016
IL144,-0.24067823439109515
IL145,-0.3443546890628981
IL146,-0.1510367380271831
IL147,-0.0684961730852814
IL148,-0.2751652022886374
IL149,-0.3511851212342852
IL150,-0.34301410083979655
IL151,-0.4220935307901903
IL152,-0.380702110190765
IL153,-0.3577194759391966
IL154,-0.23031180142534682
IL155,-0.3768223224588588
IL156,-0.3503424284883512
IL157,-0.370777529698192
IL158,-0.37730546881275584
IL159,-0.40275575774912575
IL160,-0.3511187560321676
IL161,-0.3277089760497845
IL162,-0.3422077287868006
IL163,-0.42269515838354643
IL164,-0.33041722825532616
IL165,-0.18220948009183735
IL166,-0.15133411752333148
IL167,-0.20931160321751555
IL168,-0.30199618578255377
IL169,-0.2707722056555054
IL170,-0.2212676372300172
IL171,-0.24160857692206
IL172,-0.2380906532426649
IL173,-0.27678568128154973
IL174,-0.18388477997395822
IL175,-0.36067998539144025
IL176,-0.2683042909006808
IL177,-0.27123530981464644
IL178,-0.34815234728671984
IL179,-0.1636115266025819
IL180,-0.32575302589579425
IL181,-0.29169337149089186
IL182,-0.14238742369710936
IL183,-0.33047646900594113
IL184,-0.334039501703176
IL185,-0.34866399110848606
IL186,-0.28915193750874096
IL187,-0.3218541596269507
IL188,-0.4094587600289986
IL189,-0.3312370888751102
IL190,-0.3873949850106034
IL191,-0.3433727749614022
IL192,-0.34378179835293476
IL193,-0.3585855663843925
IL194,-0.30660405020743603
IL195,-0.3834137375252249
IL196,-0.3815245733561456
IL197,-0.3583491541840571
IL198,-0.3173044897869255
IL199,-0.11827107536961255
IL200,-0.3666277506054386
IL201,-0.7192776465573855
IL202,-0.6851296279460233
IL203,-0.6234761221383445
IL204,-0.6758129361204587
IL205,-0.5650850999990338
IL206,-0.4158448237711287
IL207,-0.36128980814281514
IL208,-0.5784592016827526
IL209,-0.6481850941417328
IL210,-0.5938646435019879
IL211,-0.6512332692236484
IL212,-0.6504080838276514
IL213,-0.5891087184432133
IL214,-0.6977685277763289
IL215,-0.6314162804106391
IL216,-0.6419991689358597
IL217,-0.5188659616170368
IL218,-0.6520863524445129
IL219,-0.6380275531979547
IL220,-0.6426518485263413
IL221,-0.697965151828405
IL222,-0.5961144729844577
IL223,-0.61344566129568
IL224,-0.6343191520578962
IL225,-0.3409235182834896
IL226,-0.6043636636557013
IL227,-0.6984966463150859
IL228,-0.6867978012302614
IL229,-0.548960751551123
IL230,-0.614054396446693
IL231,-0.6133639591303224
IL232,-0.5597223700292818
IL233,-0.44036503094065754
IL234,-0.6387556942521814
IL235,-0.7091957722253311
IL236,-0.12650066099400453
IL237,-0.6154935465711956
IL238,-0.5828232005285724
IL239,-0.49410311126763495
IL240,-0.5822758844020954
IL241,-0.4358433054037494
IL242,-0.6545079698682673
IL243,-0.47987710831308206
IL244,-0.5870081416420899
IL245,-0.5053353644741757
IL246,-0.6917159245686342
IL247,-0.6233254433466856
IL248,-0.639141877715802
IL249,-0.4698156419274595
IL250,-0.3623202229318588
IL251,-0.5628095326681749
IL252,-0.5874792254430414
IL253,-0.5530060463624258
IL254,-0.5508709360944959
IL255,-0.6765814406776318
IL256,-0.5126258034890645
IL257,-0.5325832003070978
IL258,-0.6557664015119934
IL259,-0.5688250039330471
IL260,-0.616363718400314
IL261,-0.2750779963997527
IL262,-0.6270210771531238
IL263,-0.7059958754029032
IL265,-0.685949928027635
IL266,-0.44019419229761364
IL267,-0.49945371887549933
IL268,-0.5521300393546207
IL269,-0.8112098738901838
IL270,-0.7326508645953517
IL271,-0.7051473086344454
IL272,-0.6987841227536475
IL273,-0.6959503226628402
IL274,-0.7019081865027692
IL275,-0.703750211066375
IL276,-0.6836405103202202
IL277,-0.6706553885632065
IL278,-0.6521996386412386
IL279,-0.681268170722557
IL280,-0.7245999640015933
IL281,-0.4223245419706522
IL282,-0.7057663143837314
IL283,-0.22869749669705253
IL284,-0.6377595751690788
IL285,-0.5146018341970842
IL286,-0.6905236963707597
IL287,-0.6075438319368215
IL288,-0.6622217512201839
IL289,-0.5217127115016257
IL290,-0.6776341990063013
IL291,-0.6723492273174666
IL292,-0.6972374623056986
IL293,-0.6344458927227287
IL294,-0.5781550333849946
IL295,-0.5685160649460042
IL296,-0.572534222991562
IL297,-0.5471617582934337
IL298,-0.6285498791941787
IL299,-0.5497180839525696
IL300,-0.5481458123192876
IL301,-0.6054630590022269
IL302,-0.6984647821726533
IL303,-0.6953527804216777
IL304,-0.7125929716480226
IL305,-0.7126815588484294
IL306,-0.7171420347057889
IL307,-0.6401631956834211
IL308,-0.4822370630960536
IL309,-0.3243403956097166
IL310,-0.555136311149015
IL311,-0.4678752255914632
IL312,-0.7141687867895777
IL313,-0.6720254188160649
IL314,-0.502812522166606
IL315,-0.7278986991549583
IL316,-0.6285727139968479
IL317,-0.5322556966759231
IL318,-0.7054394545261008
IL319,-0.5550933469937743
IL320,-0.3464572847833442
IL321,-0.6284665857935522
IL322,-0.4195914873589112
IL323,-0.6835403019784165
IL324,-0.7048950615078282
IL325,-0.7063094018807842
IL327,-0.6601583494248641
IL328,-0.6876115979282487
IL329,-0.7470738090500376
IL330,-0.6121614952745753
IL331,-0.7274326393727357
IL332,-0.6078231017304707
IL333,-0.6220365516102421
IL334,-0.5668620029919267
IL335,-0.15102870985442654
IL336,-0.40834448382232363
IL337,-0.6763271100652835
IL338,-0.492648099581551
IL339,-0.4697712391148318
IL340,-0.6178702629303953
IL341,-0.6109368049711011
IL342,-0.6199827203071046
IL343,-0.5585480887837726
IL344,-0.6291124390210622
IL345,-0.6477821436439191
IL346,-0.5237246812109524
IL347,-0.6174001458396607
IL348,-0.6230423536029421
IL349,-0.6413659021138512
IL350,-0.6582756894000821
IL351,-0.6766394116308664
IL352,-0.6486517986390326
IL353,-0.6828488276073672
IL354,-0.716299271800243
IL355,-0.5127493811975137
IL356,-0.5057805166336706
IL357,-0.22179881916876193
IL358,-0.6622736783331539
IL359,-0.7283645617836835
IL360,-0.6450341740182036
IL361,-0.5871005924617012
IL362,-0.669432855005911
IL363,-0.6644760367498171
IL364,-0.7527294146368042
IL365,-0.6921625310082872
IL366,-0.6507227231239181
IL367,-0.6510323041166692
IL368,-0.5361682348852992
IL369,-0.6852565172604822
IL370,-0.6032800152063929
IL372,-0.33653889030934925
IL373,-0.6408238022468246
IL374,-0.6463239801106035
IL375,-0.7016487480323031
IL376,-0.6457973454155969
IL377,-0.5006905792484689
IL378,-0.6071666812991926
IL379,-0.7475951935147053
IL380,-0.643285227815001
IL381,-0.4963400175905177
IL382,-0.6685036765846123
IL383,-0.6080783716127448
IL384,-0.4789155684895406
IL385,-0.6162020202089465
IL386,-0.5143794748350724
IL387,-0.53711445517163
IL388,-0.6239029406955129
IL389,-0.5684181982734174
IL390,-0.6222288580066035
IL391,-0.594253582203992
IL392,-0.631844100433847
IL393,-0.676215486227555
IL394,-0.49578322784118156
IL395,-0.648274567544739
IL396,-0.6720341954287792
IL397,-0.3725937431730856
IL398,-0.656497485352282
IL399,-0.5104757746537862
IL400,-0.6391803311707237
