acc,growth_rate
IL402,1.1425611682650094
IL405,0.8123516313870828
IL409,2.179139765589888
IL410,3.6787293850687646
IL416,0.7228652270790099
IL420,0.7847616461311249
IL421,0.34385160737658693
IL422,-0.239858158586257
IL425,0.6891935746205214
IL426,0.9377244191602151
IL428,0.18866430482484772
IL430,2.13927571907187
IL432,0.4705463187952566
IL434,0.2185893071168209
IL439,5.4597324704253865
IL442,0.5683429972424728
IL445,2.208847964844389
IL446,2.8150366510431595
IL448,-0.00229890882913684
IL450,-0.040853045081253224
IL451,0.02823751606738108
IL453,0.0868690771257107
IL454,9.789678564736006
IL455,9.07349232757822
IL456,0.3338520353878347
IL457,0.6921670625958611
IL459,0.15522324215752653
IL462,0.572178071206646
IL463,3.9741585347081667
IL468,2.7833279345526263
IL470,2.1781445963219634
IL471,1.9866444948470419
IL472,11.274781068978283
IL473,3.8885527243508164
IL474,6.5864058548618205
IL475,
IL476,0.7697295526184904
IL481,3.9603890287171692
IL482,9.354758777143266
IL483,4.731723603730297
IL484,3.1357820216666816
IL486,2.265137587722012
IL488,15.846892429197812
IL489,1.6340649919769092
IL490,4.462066443849227
IL491,15.39311220139838
IL492,8.187708200852574
IL493,2.696032852074154
IL494,0.7483062456119327
IL496,0.5455966771665981
IL498,1.7300782656340035
IL503,1.5848556701070176
IL505,4.383785171109035
IL506,
IL516,0.4373196387127548
IL521,1.5371649247663086
IL523,0.5097647476511863
IL525,2.1201260922885963
IL539,9.1828050087666
IL541,2.2733042267456236
IL542,0.052000753994450165
IL551,1.2899711507381206
IL554,8.817274664384946
IL557,1.6120148318221736
IL560,1.752401592679258
IL561,0.8499219696878166
IL562,3.5201792738381297
IL564,4.780427442464965
IL566,3.605065859163931
IL567,2.2696590177621387
IL572,0.9584093922713516
IL575,1.2356786715331354
IL576,0.6391531583303611
IL578,1.6890869724097275
IL580,4.568091355275118
IL581,3.4241339203240666
IL583,1.1006139277715645
IL584,1.2635654798534317
IL585,0.8473949981988268
IL586,6.719741220212406
IL587,1.0976291890572238
IL589,1.5587561286487153
IL590,0.5691293287234055
IL591,0.20029399617619195
IL593,1.2984336637444494
IL594,0.777862226416422
IL595,0.5019194066333045
IL597,1.9114790675402125
IL599,0.407082540562217
IL600,5.615771559256541
IL601,2.6315521087558253
IL611,0.9721616253441253
IL615,1.518806993875104
IL620,3.0529340892572314
IL626,4.51678272239751
IL628,7.317442344881843
IL631,6.0488312313264885
IL633,4.231199534943055
IL644,1.7673062048038155
IL653,0.060650698892413056
IL655,0.7038542693500778
IL656,0.06479117017481212
IL659,2.8550034199864274
IL662,1.5717230422710056
IL664,0.5039051031322014
IL665,4.802101159989179
IL667,1.316053951590686
IL669,
IL671,5.059834577212211
IL672,3.532608329252033
IL673,2.1164513276328676
IL674,1.4742687928358467
IL676,3.321739358818351
IL681,1.8144267727681407
IL683,2.852035647379848
IL689,11.828744006947822
IL690,4.878021308980009
IL691,3.602051599960564
IL693,10.315910901090714
IL697,1.6414815205854683
IL698,2.688345553323063
IL699,1.314597386063126
IL700,0.9464130727851269
IL704,5.989039975707912
IL709,4.567162011173446
IL710,0.30543668813243985
IL711,1.3476404940918285
IL714,3.7378726131370565
IL717,0.6095401728556906
IL718,6.410962290387885
IL719,0.8268331043113472
IL723,0.4636710771458605
IL728,1.9595514557919267
IL729,3.2987320653623873
IL731,5.103440478785588
IL734,64.08851131464789
IL735,0.37353739338520225
IL736,0.8856146776635601
IL737,2.355565933445301
IL738,2.4369590416275697
IL739,1.3051603684697322
IL740,0.43790165043941426
IL742,1.3501006804222915
IL743,1.3340670042130327
IL744,3.082052031306282
IL746,2.9362437566791484
IL747,1.3647319397362374
IL749,2.628059898151493
IL752,0.4889627662318933
IL753,2.7222747740456636
IL754,1.2079218399073124
IL755,2.0314990440354688
IL756,1.0316552073298786
IL757,1.6917317175534696
IL758,0.31849083247997406
IL759,1.21078381891252
IL760,1.3371734268643218
IL764,1.8565849373049383
IL765,0.8548707363073881
IL768,2.9313149986998264
IL769,1.3868769432915693
IL771,1.422611892089054
IL772,0.7970688246160734
IL773,0.4513308470512825
IL774,1.204230623150659
IL776,4.808650275490247
IL777,0.9639485599978256
IL778,1.2777877332215117
IL784,0.6434867771652069
IL786,-0.292619596466512
IL788,1.2151536346075065
IL792,0.10338919225442789
IL795,0.36266394701285215
