acc,growth_rate
IL402,9.978327505454326
IL404,433.11610703845594
IL405,76.95407194311768
IL408,37.19420207253171
IL409,29.378995626898114
IL410,30.065916194210534
IL411,9.582480002295934
IL412,144.983114109766
IL416,28.461424910194
IL419,26.058653164170817
IL420,114.43870785634718
IL421,66.11193522459284
IL422,55.822233365112666
IL425,136.04678636770396
IL426,25.26618203520455
IL427,10.288747957999078
IL428,5108.840530479864
IL430,215.77218388849656
IL431,22.294248466076887
IL432,26.950133473501722
IL434,21.793870497590483
IL435,17.355158216383177
IL436,110.22695557050814
IL439,135.8346446032936
IL442,26.893410491140003
IL445,50.78687235363561
IL446,81.23159934230223
IL448,15.011511327461927
IL450,10.440132392164085
IL451,8.684484653828484
IL452,25.224608080531148
IL453,9.500594231425934
IL454,52.711199098521476
IL455,97.74743803556478
IL456,12.880954830541405
IL457,29.226216902811814
IL458,68.09135055810422
IL459,31.947798059209227
IL462,46.82906738642816
IL463,82.07873051043468
IL468,34.35228120919654
IL470,411.6859683937043
IL471,48.94087888623109
IL472,48.62726577134089
IL473,59.7312178503858
IL475,24.856304733885416
IL476,33.146172270745325
IL479,7.216011484492241
IL481,28.053606501234245
IL482,619.6820236822165
IL483,76.22841623006678
IL484,337.20141854386776
IL486,31.936694831909463
IL488,67.3144234658898
IL489,1408.4708136131176
IL490,37.2971756894361
IL491,47.94615807320291
IL492,1212.4346588818505
IL493,26.420278765016466
IL494,18.644145656418182
IL495,9.715582782907234
IL496,38.464720149554076
IL498,27.62377349212818
IL503,21.043182783084795
IL505,14.539253243045213
IL506,32.42957262087903
IL514,10.408396598506105
IL515,14.171514514345954
IL516,13.297258424144928
IL517,7.300909189702954
IL518,28.43649066346178
IL521,96.78307656194758
IL523,10.23028548373749
IL524,8.415062273019647
IL525,12.916615478253307
IL526,74.59234859658034
IL528,6.699182309271957
IL530,29.023067543333863
IL532,26.847333595824477
IL533,102.80898556762327
IL535,22.220138123881856
IL536,4.823389628264443
IL538,33.66569353548372
IL539,138.51021324483543
IL541,12.71748577206876
IL542,27.045489829446655
IL543,17.116445981360755
IL544,33.997415031081225
IL545,33.259190036451926
IL546,14.140701157548223
IL547,8.089179220626429
IL548,17.94449745755711
IL549,32.04497802119987
IL550,15.385089528628571
IL551,30.815700366700884
IL552,34.04716205903159
IL553,23.503610949845598
IL554,176.94366456605331
IL555,36.438472466347925
IL557,88.62391013561088
IL559,572.5908777306136
IL560,1905.1818624601906
IL561,37.44446510066245
