,acc,height,coordinates
450,IL421,15.688381607705306,"(315, 200)"
451,IL421,14.756714841932578,"(896, 201)"
452,IL421,15.39305822462073,"(122, 202)"
453,IL421,15.360620413675456,"(707, 205)"
454,IL421,14.869078125118243,"(512, 315)"
455,IL421,14.289457755628113,"(898, 317)"
456,IL421,13.514252254471476,"(310, 319)"
457,IL421,16.07982439377496,"(121, 320)"
458,IL421,15.937734841536152,"(708, 320)"
459,IL421,13.838536543305807,"(893, 417)"
460,IL421,15.08798359775506,"(307, 419)"
461,IL421,14.752461209695358,"(119, 420)"
462,IL421,14.38251096093914,"(511, 421)"
463,IL421,16.393257229595854,"(706, 422)"
464,IL421,15.061714941038641,"(309, 511)"
465,IL421,15.834849269396848,"(118, 512)"
466,IL421,14.534152751983914,"(505, 512)"
467,IL421,15.327784592779935,"(702, 512)"
468,IL421,15.506889070391875,"(887, 512)"
469,IL421,15.666093050491376,"(506, 610)"
470,IL421,16.211764692282422,"(702, 611)"
471,IL421,15.994650264421725,"(894, 611)"
472,IL421,16.43405324949635,"(118, 612)"
473,IL421,15.699127876362024,"(308, 612)"
474,IL422,9.812204333505282,"(312, 70)"
475,IL422,0.009398500519224307,"(512, 71)"
476,IL422,16.178232840559552,"(897, 74)"
477,IL422,15.491244185432366,"(120, 75)"
478,IL422,15.99698138951217,"(897, 180)"
479,IL422,0.30468790627518816,"(511, 181)"
480,IL422,14.602531669333091,"(308, 183)"
481,IL422,16.46923802882533,"(711, 183)"
482,IL422,17.65529213702981,"(129, 185)"
483,IL422,14.993659581245856,"(309, 293)"
484,IL422,16.821893709551432,"(510, 294)"
485,IL422,12.531754728530904,"(122, 296)"
486,IL422,0.9241652729907859,"(700, 297)"
487,IL422,16.11549081656753,"(901, 297)"
488,IL422,15.667848805359169,"(512, 406)"
489,IL422,18.01074296713206,"(314, 407)"
490,IL422,16.20593890319897,"(124, 410)"
491,IL422,13.724512945192858,"(708, 412)"
492,IL422,16.40973951196267,"(897, 416)"
493,IL422,19.356406236054895,"(309, 512)"
494,IL422,17.360629526591268,"(506, 513)"
495,IL422,16.069896974827266,"(707, 513)"
496,IL422,19.169122982800957,"(119, 514)"
497,IL422,16.10803726451112,"(897, 514)"
498,IL422,14.525073932948663,"(309, 609)"
499,IL422,17.771312037527323,"(119, 610)"
500,IL422,15.994932756050096,"(896, 611)"
501,IL422,15.080536240651027,"(706, 612)"
502,IL422,14.756608586079308,"(509, 613)"
503,IL423,17.682737082490952,"(896, 50)"
504,IL423,16.150370157014535,"(708, 54)"
505,IL423,18.36480601571997,"(118, 58)"
506,IL423,16.064100072032744,"(892, 155)"
507,IL423,16.032259276012844,"(311, 160)"
508,IL423,15.161015494918315,"(508, 160)"
509,IL423,18.2057916143213,"(701, 160)"
510,IL423,17.49215977352528,"(118, 162)"
511,IL423,16.62887619143573,"(708, 266)"
512,IL423,16.79206027103772,"(507, 269)"
513,IL423,14.793652310838715,"(895, 270)"
514,IL423,16.42628912675911,"(312, 271)"
515,IL423,16.26350305710737,"(117, 274)"
516,IL423,15.951580740977176,"(897, 383)"
517,IL423,14.807980669047668,"(507, 384)"
518,IL423,15.760418479992941,"(311, 385)"
519,IL423,16.86410007203274,"(117, 386)"
520,IL423,16.538678335175625,"(707, 387)"
521,IL423,13.235743771998143,"(897, 485)"
