,acc,height,coordinates
0,IL401,5.902613934273045,"(887, 80)"
1,IL401,7.280661543867154,"(314, 92)"
2,IL401,9.257775971727852,"(512, 93)"
3,IL401,6.784542140882081,"(707, 94)"
4,IL401,8.84364661849402,"(129, 97)"
5,IL401,7.327362778285096,"(892, 191)"
6,IL401,8.534392887150737,"(710, 195)"
7,IL401,9.103149106056211,"(312, 196)"
8,IL401,8.037477464265166,"(518, 196)"
9,IL401,9.443447613518895,"(120, 201)"
10,IL401,8.865006300973345,"(702, 286)"
11,IL401,8.009616767747751,"(509, 295)"
12,IL401,6.167096278755846,"(887, 297)"
13,IL401,9.079268509041285,"(123, 298)"
14,IL401,9.171009802573622,"(316, 302)"
15,IL401,5.854486042570887,"(888, 395)"
16,IL401,8.449417762772626,"(313, 398)"
17,IL401,8.170213782673127,"(514, 399)"
18,IL401,8.45260184237462,"(713, 399)"
19,IL401,8.900960051329843,"(124, 401)"
20,IL401,7.104243633419394,"(888, 503)"
21,IL401,9.698571991628349,"(513, 509)"
22,IL401,8.568621742872129,"(713, 511)"
23,IL401,8.736382936901983,"(314, 512)"
24,IL401,8.355288409538797,"(122, 513)"
25,IL401,6.766233683170636,"(510, 619)"
26,IL401,9.210810797598498,"(715, 622)"
27,IL401,6.130004439777217,"(886, 623)"
28,IL401,7.920860548842278,"(308, 626)"
29,IL401,8.836084429439293,"(125, 628)"
30,IL402,6.855826233452802,"(895, 80)"
31,IL402,7.821767238864318,"(513, 81)"
32,IL402,9.715498582147902,"(315, 82)"
33,IL402,9.431717487620539,"(118, 84)"
34,IL402,8.298384154287202,"(716, 85)"
35,IL402,7.7562869758572575,"(892, 186)"
36,IL402,8.011816990108098,"(513, 192)"
37,IL402,7.93321002493397,"(710, 193)"
38,IL402,7.969030920456358,"(317, 196)"
39,IL402,7.331418980157849,"(125, 197)"
40,IL402,9.303558283640438,"(709, 295)"
41,IL402,8.727063399570223,"(893, 295)"
42,IL402,8.623359278665312,"(315, 299)"
43,IL402,8.552115497570785,"(515, 299)"
44,IL402,7.276891616973771,"(127, 302)"
45,IL402,7.102961268715063,"(514, 415)"
46,IL402,7.07908067170014,"(120, 416)"
47,IL402,6.13883730900481,"(891, 416)"
48,IL402,6.589130422943921,"(313, 418)"
49,IL402,8.224354303540935,"(707, 422)"
50,IL402,8.543359278665314,"(122, 519)"
51,IL402,6.400672711501134,"(318, 519)"
52,IL402,7.061369228914071,"(514, 519)"
53,IL402,7.973608034884219,"(703, 522)"
54,IL402,6.09222605015297,"(890, 523)"
55,IL402,5.4843577516469395,"(890, 626)"
56,IL402,6.400672711501134,"(122, 627)"
57,IL402,8.050025945331981,"(510, 627)"
58,IL402,5.753110522446409,"(309, 629)"
59,IL402,7.220977872625603,"(704, 630)"
60,IL404,8.120083960345973,"(886, 40)"
61,IL404,8.763437198821379,"(691, 44)"
62,IL404,7.460273492529119,"(490, 53)"
63,IL404,7.712591028374376,"(295, 61)"
64,IL404,7.127545114400149,"(106, 66)"
65,IL404,7.524075649626841,"(888, 140)"
66,IL404,8.29939903271142,"(703, 150)"
67,IL404,11.20089157002485,"(503, 152)"
68,IL404,11.221986097388037,"(303, 156)"
69,IL404,5.812498189495475,"(114, 162)"
70,IL404,7.938802017786045,"(896, 252)"
71,IL404,9.644672664552214,"(704, 258)"
72,IL404,12.195120425746246,"(312, 261)"
73,IL404,9.812433858582065,"(512, 267)"
74,IL404,12.14298112226366,"(121, 270)"
75,IL404,2.318702515298483,"(718, 352)"
76,IL404,5.454224903358185,"(905, 356)"
77,IL404,11.487657739179081,"(518, 364)"
78,IL404,10.65303087350744,"(324, 366)"
79,IL404,10.924075649626843,"(130, 369)"
80,IL404,6.176015948134303,"(900, 474)"
81,IL404,10.682483609825848,"(715, 479)"
82,IL404,11.427558236691517,"(518, 480)"
83,IL404,11.828752266542264,"(318, 483)"
84,IL404,12.906961221766146,"(125, 484)"
85,IL404,6.218802017786047,"(904, 593)"
86,IL404,9.118304505348235,"(521, 598)"
87,IL404,9.741389082462664,"(723, 599)"
88,IL404,4.579001022761169,"(320, 602)"
89,IL404,11.674125400870622,"(134, 607)"
90,IL405,6.734386363564422,"(916, 48)"
91,IL405,7.28155325602733,"(727, 53)"
92,IL405,6.72151535662719,"(534, 54)"
93,IL405,8.733368193138357,"(332, 61)"
94,IL405,9.751924906021483,"(135, 65)"
95,IL405,7.154311596422687,"(917, 138)"
96,IL405,3.115107616323183,"(333, 144)"
97,IL405,9.210430999407762,"(538, 145)"
98,IL405,7.473714581497312,"(728, 148)"
99,IL405,11.949336472044578,"(144, 150)"
100,IL405,5.032320753822937,"(916, 241)"
101,IL405,6.442470800402784,"(732, 245)"
102,IL405,8.697595178512238,"(531, 247)"
103,IL405,10.160679755626667,"(336, 252)"
104,IL405,10.405256870054526,"(142, 256)"
105,IL405,6.366052889955025,"(737, 359)"
106,IL405,9.65819219343761,"(533, 364)"
107,IL405,6.032321546671444,"(920, 366)"
108,IL405,9.581376273039602,"(140, 368)"
109,IL405,10.676898661099305,"(340, 370)"
110,IL405,5.763266820303283,"(921, 480)"
111,IL405,7.705555377517214,"(527, 485)"
112,IL405,8.467744432243581,"(730, 486)"
113,IL405,12.109137467069452,"(137, 487)"
114,IL405,11.656998163586866,"(336, 488)"
115,IL405,5.352918561596816,"(917, 594)"
116,IL405,9.132819059109252,"(532, 597)"
117,IL405,9.574809108860496,"(729, 600)"
118,IL405,2.2526200541341304,"(139, 602)"
119,IL405,11.051824034233633,"(332, 604)"
120,IL407,5.1543912850561355,"(524, 52)"
121,IL407,6.476834163914287,"(913, 52)"
122,IL407,6.980335375872272,"(321, 55)"
123,IL407,7.120535273705283,"(720, 56)"
124,IL407,8.935339383542104,"(131, 59)"
125,IL407,6.419700843176205,"(516, 160)"
126,IL407,4.696914773524465,"(909, 161)"
127,IL407,8.439203330738394,"(320, 162)"
128,IL407,7.485571489942373,"(718, 167)"
129,IL407,7.690148604370236,"(127, 168)"
130,IL407,6.820695868051828,"(518, 270)"
131,IL407,5.957014276012025,"(909, 270)"
132,IL407,9.320994375514513,"(131, 271)"
133,IL407,8.216516763574216,"(324, 271)"
134,IL407,2.8296510919324227,"(716, 272)"
135,IL407,7.131541639196104,"(521, 371)"
136,IL407,7.100894873026952,"(906, 372)"
137,IL407,8.373332683972226,"(313, 373)"
138,IL407,9.621889897902573,"(131, 375)"
139,IL407,6.121790395415012,"(711, 375)"
140,IL407,5.892337659096604,"(520, 482)"
141,IL407,6.554626216310535,"(718, 486)"
142,IL407,1.7090540770070497,"(325, 487)"
143,IL407,9.20139238546476,"(127, 488)"
144,IL407,5.374924723773219,"(904, 490)"
145,IL407,5.988855072031928,"(714, 598)"
146,IL407,8.999601340688642,"(318, 600)"
147,IL407,5.8405963655642665,"(909, 602)"
148,IL407,8.11303417650954,"(519, 603)"
149,IL407,7.602387410340384,"(125, 604)"
150,IL408,7.125449950930651,"(720, 52)"
151,IL408,7.739530252156083,"(902, 53)"
152,IL408,7.441786259483965,"(527, 55)"
153,IL408,8.445637277766192,"(316, 57)"
154,IL408,7.4335408750951935,"(133, 61)"
155,IL408,4.879537183479563,"(904, 166)"
156,IL408,8.308790914822847,"(321, 167)"
157,IL408,9.057248626265633,"(516, 167)"
158,IL408,8.379039671041753,"(126, 169)"
159,IL408,7.579238676016875,"(714, 170)"
160,IL408,6.535855591439759,"(711, 281)"
161,IL408,5.801527233230807,"(510, 284)"
162,IL408,9.08212424815618,"(315, 288)"
163,IL408,5.302024745668618,"(906, 288)"
164,IL408,8.946004845171103,"(129, 293)"
165,IL408,7.557149123778068,"(125, 398)"
166,IL408,7.167298377509411,"(318, 400)"
167,IL408,4.6918754919372745,"(510, 401)"
168,IL408,5.039736188454686,"(903, 404)"
169,IL408,8.735855591439762,"(708, 405)"
170,IL408,5.8256068352208565,"(713, 510)"
171,IL408,6.746004845171104,"(514, 512)"
172,IL408,5.880333203380058,"(902, 512)"
173,IL408,7.391178974524337,"(314, 515)"
174,IL408,7.1573481287531955,"(122, 516)"
175,IL408,5.074562059101453,"(903, 611)"
176,IL408,7.712771014325334,"(123, 613)"
177,IL408,7.071377979499463,"(515, 614)"
178,IL408,9.096850616315383,"(318, 616)"
179,IL408,8.267198875021851,"(706, 618)"
180,IL409,6.771195156946906,"(908, 48)"
181,IL409,7.917275282001402,"(518, 50)"
