acc,height0622,coordinates
IL426,32.762918822208434,"(324, 508)"
IL426,29.67272943133853,"(901, 508)"
IL426,11.777189472541714,"(719, 511)"
IL426,36.45961229143787,"(125, 604)"
IL426,10.15454361342559,"(324, 604)"
IL426,5.012400290248179,"(709, 607)"
IL426,30.40577959415224,"(898, 608)"
IL427,14.374713080176868,"(898, 61)"
IL427,24.64593020621348,"(120, 62)"
IL427,18.296884999445496,"(313, 170)"
IL427,20.03634058474663,"(117, 171)"
IL427,13.727212731267034,"(894, 171)"
IL427,20.646386149874917,"(511, 172)"
IL427,19.755057731624127,"(124, 280)"
IL427,19.12954090075812,"(508, 282)"
IL427,14.898448808492835,"(704, 283)"
IL427,13.798292790151288,"(898, 285)"
IL427,20.09344342595096,"(313, 286)"
IL427,22.89210888004251,"(509, 386)"
IL427,21.919173556659427,"(310, 390)"
IL427,12.310668026059997,"(901, 391)"
IL427,20.530667527782885,"(121, 393)"
IL427,16.364155937046792,"(708, 393)"
IL427,20.24758878939161,"(118, 490)"
IL427,17.8324073875052,"(309, 490)"
IL427,14.53972322966236,"(895, 497)"
IL427,0.4017916041465428,"(314, 600)"
IL427,12.818526968300294,"(897, 602)"
IL427,17.55806745923955,"(124, 605)"
IL428,20.1043275889998,"(710, 81)"
IL428,20.15310991849456,"(899, 82)"
IL428,31.536006224723444,"(127, 83)"
IL428,28.979848648244136,"(312, 171)"
IL428,29.007112329836172,"(513, 172)"
IL428,21.850670346205945,"(900, 174)"
IL428,26.002336210433192,"(712, 177)"
IL428,31.479373208541247,"(126, 178)"
IL428,24.68313223033369,"(511, 287)"
IL428,19.47916148438757,"(899, 288)"
IL428,27.814873523866027,"(709, 289)"
IL428,25.1281073547118,"(309, 290)"
IL428,29.6789929268511,"(125, 292)"
IL428,24.73574430806657,"(899, 392)"
IL428,32.65174660332169,"(121, 396)"
IL428,30.67139093680135,"(316, 397)"
IL428,26.67974914575658,"(710, 397)"
IL428,29.606478595640915,"(711, 488)"
IL428,22.262761634334097,"(903, 490)"
IL428,28.318272739789528,"(126, 491)"
IL428,0.6271792325835897,"(314, 492)"
IL428,18.456816626273078,"(900, 599)"
IL428,24.94528319163311,"(704, 605)"
IL428,26.17941163509164,"(122, 606)"
IL430,11.836785534449248,"(723, 547)"
IL430,45.20886681531864,"(159, 274)"
IL430,34.767999949784524,"(884, 633)"
IL430,2.706941959029685,"(543, 62)"
IL430,34.98605343032348,"(911, 63)"
IL430,10.89014476992796,"(310, 54)"
IL430,16.51814367739606,"(709, 55)"
IL430,40.88830549153299,"(128, 63)"
IL430,48.01177227072186,"(313, 157)"
IL430,40.91605087768704,"(620, 158)"
IL430,38.24397182287145,"(887, 158)"
IL430,40.48359046457955,"(111, 163)"
IL430,51.56520510654276,"(506, 268)"
IL430,51.582518539378576,"(313, 274)"
IL430,43.37336431052285,"(750, 339)"
IL430,50.52819018116962,"(308, 382)"
IL430,47.320259749511024,"(124, 385)"
IL430,37.660876381617015,"(124, 491)"
IL430,7.499536815406737,"(504, 492)"
IL430,35.45561223038464,"(897, 492)"
IL430,14.997382255158447,"(311, 494)"
IL430,8.502679390019422,"(519, 603)"
IL430,32.68042898713977,"(229, 605)"
IL430,1.5625611833018196,"(714, 565)"
IL430,6.991132611873248,"(743, 578)"
IL431,0.0148459701899361,"(315, 81)"
IL431,8.557393322948165,"(713, 81)"
IL431,15.842638056679808,"(124, 82)"
IL431,11.727054510640238,"(902, 85)"
IL431,18.218020056067605,"(511, 173)"
IL431,8.850010430116791,"(705, 174)"
IL431,5.958113037471442,"(309, 175)"
IL431,20.866580274093774,"(896, 175)"
IL431,16.296004556915438,"(118, 178)"
IL431,11.119106402647876,"(706, 265)"
IL431,17.579519311046354,"(510, 268)"
IL431,12.458990902278403,"(898, 268)"
IL431,24.28895697644695,"(123, 272)"
IL431,7.256202511695434,"(316, 272)"
IL431,9.91071858657162,"(898, 377)"
IL431,15.166391150536116,"(509, 378)"
IL431,9.376478923289996,"(311, 381)"
IL431,18.81718032953824,"(122, 382)"
IL431,11.036812524257009,"(705, 382)"
IL431,15.924040281132635,"(893, 484)"
IL431,3.397886811180112,"(313, 492)"
IL431,18.14306426754377,"(123, 496)"
IL431,11.60114590594858,"(121, 604)"
IL431,1.049239881931041,"(311, 604)"
IL431,11.40898141581243,"(898, 604)"
IL432,13.729442533320064,"(529, 82)"
IL432,34.20860423981764,"(317, 86)"
IL432,1.460059680152776,"(718, 87)"
IL432,27.45707601637208,"(909, 90)"
IL432,35.11662421311551,"(127, 92)"
IL432,24.973902530098936,"(904, 188)"
IL432,39.50452463782759,"(322, 189)"
IL432,2.293068875094929,"(713, 189)"
IL432,35.947078195077935,"(126, 192)"
IL432,34.86044122425032,"(133, 279)"
IL432,24.511080683357516,"(910, 283)"
IL432,39.71845498608629,"(321, 286)"
IL432,36.6050221502654,"(517, 286)"
IL432,31.25755946369824,"(715, 288)"
IL432,26.611053021794618,"(910, 379)"
IL432,35.00263409056391,"(712, 380)"
IL432,35.06802832323094,"(128, 381)"
IL432,38.57537040897186,"(322, 384)"
IL432,39.56840523484252,"(511, 386)"
IL432,35.67761161489843,"(121, 493)"
IL432,0.5873369049941708,"(709, 493)"
IL432,35.4997485184246,"(322, 494)"
IL432,22.193293943550582,"(904, 497)"
IL432,0.6993973902312884,"(119, 601)"
IL432,28.26394276413172,"(901, 601)"
IL432,0.4374162477391952,"(317, 603)"
IL433,93.7245233970216,"(925, 106)"
IL433,99.50684358718972,"(920, 571)"
IL433,30.776530272988158,"(398, 456)"
IL433,40.34237456030526,"(715, 81)"
IL433,108.88200664671132,"(312, 86)"
IL433,106.37928380594566,"(115, 90)"
IL433,118.15550003684493,"(310, 215)"
IL433,98.93659456420812,"(897, 215)"
IL433,107.17400749953148,"(513, 225)"
IL433,96.69102242490465,"(715, 233)"
IL433,103.52166919107378,"(117, 234)"
IL433,101.80724133037728,"(900, 382)"
IL433,9.516536137916887,"(705, 385)"
IL433,98.43132093236731,"(116, 387)"
IL433,107.10734083286482,"(314, 390)"
IL433,102.78564315089253,"(115, 541)"
IL433,0.5833191467264456,"(321, 658)"
IL434,25.50606094483019,"(897, 62)"
IL434,0.2390062463729654,"(309, 64)"
IL434,1.4016533340153767,"(705, 65)"
IL434,36.19533272385279,"(116, 67)"
IL434,31.714197680506647,"(707, 172)"
IL434,25.98664534128971,"(898, 172)"
IL434,35.385242456626045,"(310, 173)"
IL434,36.40792902379023,"(507, 177)"
IL434,33.029701898546875,"(118, 179)"
IL434,24.31859980355477,"(896, 285)"
IL434,35.83598872528276,"(312, 287)"
IL434,30.3448444466758,"(705, 288)"
IL434,34.09787927254645,"(515, 289)"
IL434,32.07042589948814,"(121, 292)"
IL434,25.575704855939787,"(902, 398)"
IL434,34.48972006856634,"(312, 402)"
IL434,6.244744944188238,"(508, 402)"
IL434,33.30444643672556,"(710, 402)"
IL434,37.19862733944089,"(123, 403)"
IL434,34.930715093441975,"(315, 514)"
IL434,22.17141222129961,"(901, 514)"
IL434,32.30863868473199,"(120, 519)"
IL434,24.709714498174616,"(904, 611)"
IL434,1.0582500460515476,"(715, 612)"
IL434,1.903481072008831,"(311, 613)"
IL434,32.37434542089217,"(121, 614)"
IL435,30.63630197766304,"(903, 57)"
IL435,12.308190949981135,"(314, 62)"
IL435,18.86404800826089,"(120, 63)"
IL435,32.18150514728186,"(317, 170)"
IL435,38.15039187034581,"(515, 170)"
IL435,23.428224129076096,"(707, 172)"
IL435,33.9666379284096,"(120, 173)"
IL435,25.72849351741948,"(907, 173)"
IL435,28.629420730820517,"(316, 281)"
IL435,38.908998835519945,"(511, 283)"
IL435,38.601864523941245,"(899, 285)"
IL435,22.15363335751479,"(706, 286)"
IL435,38.88672267844293,"(119, 289)"
IL435,27.43476997979855,"(316, 395)"
IL435,41.12323070017996,"(121, 399)"
IL435,13.252976299723803,"(708, 399)"
IL435,31.2531584842039,"(901, 404)"
IL435,31.42898226362602,"(128, 506)"
IL435,26.480825416898764,"(900, 506)"
IL435,0.4902236878908041,"(314, 508)"
IL435,31.642254914167538,"(902, 612)"
IL435,34.70728416941385,"(123, 615)"
IL436,21.44609712901954,"(319, 89)"
IL436,13.708770286130914,"(900, 91)"
IL436,18.974875742937865,"(123, 95)"
IL436,21.122254899467865,"(510, 199)"
IL436,17.789870472494258,"(123, 200)"
IL436,13.657208890875484,"(899, 200)"
IL436,20.58216795941861,"(312, 203)"
