acc,height0625,coordinates
IL407,9.952187589411952,"(318, 600)"
IL407,4.606348278077664,"(519, 603)"
IL407,42.14092384743584,"(125, 604)"
IL408,11.500309360631377,"(720, 52)"
IL408,11.524708831559716,"(902, 53)"
IL408,7.809030774432328,"(316, 57)"
IL408,19.22662222531601,"(133, 61)"
IL408,5.794113391393749,"(904, 166)"
IL408,3.969479368173152,"(321, 167)"
IL408,20.400934151921515,"(126, 169)"
IL408,7.698309965832777,"(714, 170)"
IL408,19.16771562858412,"(711, 281)"
IL408,5.256870259193809,"(315, 288)"
IL408,10.230478266447117,"(906, 288)"
IL408,19.66544079071685,"(129, 293)"
IL408,16.818216836214862,"(318, 400)"
IL408,20.82781625516676,"(510, 401)"
IL408,8.270587742557389,"(903, 404)"
IL408,5.970090158807697,"(708, 405)"
IL408,7.581738304421771,"(713, 510)"
IL408,10.7550313162251,"(902, 512)"
IL408,6.330788891982676,"(314, 515)"
IL408,13.102484294281528,"(122, 516)"
IL408,9.99776938638206,"(903, 611)"
IL408,19.073235771132744,"(123, 613)"
IL408,5.781101644202209,"(515, 614)"
IL408,4.149729637127345,"(318, 616)"
IL408,4.001689975993518,"(706, 618)"
IL409,42.837642815043495,"(321, 54)"
IL409,50.6430480491622,"(125, 56)"
IL409,58.59621628815591,"(126, 156)"
IL409,24.86680458795905,"(707, 158)"
IL409,27.66794076373305,"(904, 158)"
IL409,53.45894054966149,"(321, 159)"
IL409,44.90840252677413,"(515, 159)"
IL409,63.058820881383845,"(127, 274)"
IL409,1.6270151707502816,"(319, 384)"
IL409,53.903662690046175,"(129, 388)"
IL409,3.958599390023167,"(709, 388)"
IL409,34.91035068074114,"(907, 389)"
IL409,5.528022422738502,"(715, 492)"
IL409,1.1305318153959585,"(319, 493)"
IL409,32.23150768089024,"(125, 496)"
IL409,32.50231041090585,"(909, 497)"
IL410,30.042542560746234,"(705, 545)"
IL410,68.43040520450917,"(124, 89)"
IL410,34.07413445197287,"(712, 89)"
IL410,50.4320072103404,"(897, 92)"
IL410,61.38807602956173,"(512, 198)"
IL410,43.09400292928815,"(708, 199)"
IL410,51.996638214874274,"(317, 200)"
IL410,70.73726238144293,"(126, 201)"
IL410,18.9306300346438,"(903, 202)"
IL410,69.59453104090878,"(511, 311)"
IL410,65.509740354962,"(120, 313)"
IL410,67.48946885260138,"(314, 314)"
IL410,50.109946124134645,"(710, 318)"
IL410,60.79466128038352,"(711, 416)"
IL410,54.86278939713751,"(119, 418)"
IL410,19.59085486155042,"(899, 505)"
IL410,73.97642337466995,"(120, 506)"
IL410,65.88380390182922,"(116, 607)"
IL410,44.161053351905466,"(896, 610)"
IL412,7.791788367634282,"(898, 52)"
IL412,10.091426597484528,"(709, 57)"
IL412,9.91289642624234,"(121, 62)"
IL412,11.798061710304683,"(314, 167)"
IL412,7.077653265981363,"(895, 168)"
IL412,20.765021609975804,"(513, 172)"
IL412,2.888386248610262,"(709, 173)"
IL412,17.664522909212106,"(514, 276)"
IL412,3.9882169390628537,"(895, 276)"
IL412,13.447434412663174,"(705, 281)"
IL412,2.166805119175425,"(709, 368)"
IL412,3.34620623569894,"(902, 382)"
IL412,3.469775684056179,"(311, 493)"
IL412,18.759050272396188,"(123, 501)"
IL412,2.7076907557798737,"(907, 603)"
IL412,2.14449695827515,"(313, 607)"
IL413,7.77536980721305,"(900, 41)"
IL413,2.709047904537364,"(710, 45)"
IL413,11.740818755968386,"(314, 46)"
IL413,3.9942554722102175,"(903, 146)"
IL413,22.25831415191682,"(125, 148)"
IL413,6.861447311185749,"(314, 148)"
IL413,21.114632559877016,"(514, 148)"
IL413,8.677047544299459,"(714, 150)"
IL413,13.18787635391075,"(709, 252)"
IL413,20.813538032513836,"(509, 257)"
IL413,5.78159950331394,"(903, 261)"
IL413,13.82136216861828,"(711, 368)"
IL413,7.225175750357366,"(908, 369)"
IL413,6.104223098112298,"(712, 482)"
IL413,6.816913847502816,"(898, 482)"
IL413,2.3039068570839927,"(900, 597)"
IL413,4.634945600021231,"(316, 599)"
IL413,6.205290125404806,"(710, 600)"
IL413,7.475705456264645,"(125, 602)"
IL416,13.011279437741326,"(897, 108)"
IL416,2.826913857209136,"(320, 109)"
IL416,10.278897958743457,"(316, 208)"
IL416,1.6715339658073622,"(708, 210)"
IL416,11.63563778795628,"(313, 309)"
IL416,24.08162121798867,"(511, 310)"
IL416,14.767579444568714,"(714, 311)"
IL416,29.73736661860275,"(897, 311)"
IL416,9.306353110566274,"(713, 419)"
IL416,4.5617469919540445,"(316, 421)"
IL416,22.508435822848984,"(514, 421)"
IL416,32.177672478274914,"(897, 424)"
IL416,1.2022812272946553,"(904, 511)"
IL416,15.65551235601217,"(315, 515)"
IL416,0.9445725869047364,"(718, 517)"
IL416,4.144052810028469,"(903, 614)"
IL416,37.01233984706551,"(126, 615)"
IL417,2.428755079404719,"(126, 54)"
IL417,20.021187035074043,"(510, 154)"
IL417,14.808941460148535,"(310, 156)"
IL417,14.684750489617,"(126, 157)"
IL417,14.586387973766836,"(711, 158)"
IL417,22.520638519347862,"(506, 267)"
IL417,15.760041504422489,"(713, 271)"
IL417,14.578439705530194,"(316, 273)"
IL417,9.244055625852804,"(900, 274)"
IL417,4.864206483941296,"(897, 380)"
IL417,13.738427698452336,"(127, 381)"
IL417,16.977577643682373,"(710, 381)"
IL417,21.075640213386627,"(510, 383)"
IL417,20.44640966362647,"(321, 385)"
IL417,12.332318493377247,"(898, 490)"
IL417,16.624321247168197,"(310, 494)"
IL417,14.06534655810146,"(129, 497)"
IL417,6.979166518767999,"(715, 498)"
IL417,8.43610131768941,"(313, 606)"
IL417,20.355329580172768,"(126, 609)"
IL418,26.73954180697692,"(896, 52)"
IL418,37.602834394786505,"(123, 57)"
IL418,21.672866105105804,"(312, 57)"
IL418,3.178356165207518,"(896, 156)"
IL418,28.11552803589003,"(313, 158)"
IL418,13.09743146974794,"(313, 270)"
IL418,39.51167405015747,"(509, 270)"
IL418,25.483370074846384,"(709, 272)"
IL418,10.356927593778948,"(127, 275)"
IL418,15.34651092711228,"(125, 380)"
IL418,35.714376460556174,"(311, 382)"
IL418,47.51699070738344,"(512, 382)"
IL418,8.555633597919734,"(710, 386)"
IL418,4.623605723077434,"(309, 494)"
IL418,2.790751123190711,"(895, 494)"
IL418,37.974773380742384,"(125, 495)"
IL418,35.14859426044561,"(123, 602)"
IL418,3.6498963437789462,"(314, 602)"
IL418,12.92677100092038,"(513, 602)"
IL418,27.39227879525769,"(894, 603)"
IL418,2.834445579390458,"(704, 608)"
IL420,5.118019182523199,"(311, 85)"
IL420,7.407831432446253,"(122, 91)"
IL420,3.087905920341969,"(521, 91)"
IL420,17.978948378517753,"(315, 181)"
IL420,17.871883980216953,"(713, 182)"
IL420,5.423175347790167,"(902, 182)"
IL420,26.079871233441278,"(517, 183)"
IL420,2.5078314324462525,"(123, 185)"
IL420,5.0078314324462525,"(120, 272)"
IL420,13.49051455346536,"(312, 276)"
IL420,24.55370207921242,"(509, 276)"
IL420,17.264992342303035,"(705, 277)"
IL420,2.122993469483289,"(712, 377)"
IL420,1.9197717309537143,"(900, 378)"
IL420,17.62747929158991,"(313, 379)"
IL420,7.5078314324462525,"(119, 385)"
IL420,7.400688575303395,"(898, 495)"
IL420,2.48321022032504,"(704, 498)"
IL420,0.401242285159431,"(310, 500)"
IL420,4.98009530051222,"(313, 611)"
IL420,4.165174089788909,"(709, 611)"
IL420,8.262483734111287,"(898, 612)"
IL421,9.783613999706096,"(707, 102)"
IL421,2.7445029614308485,"(896, 104)"
IL421,16.74922360599564,"(510, 198)"
IL421,13.611077348211309,"(315, 200)"
IL421,1.2672682451850097,"(896, 201)"
IL421,7.721584876565862,"(122, 202)"
IL421,1.292185508810329,"(707, 205)"
IL421,14.770398477726031,"(512, 315)"
IL421,5.298192694976958,"(898, 317)"
IL421,12.109630396213207,"(310, 319)"
IL421,5.150235935651702,"(121, 320)"
IL421,10.818854612336231,"(708, 320)"
IL421,4.550297389023957,"(893, 417)"
IL421,4.902015115644211,"(307, 419)"
IL421,9.025903365094877,"(119, 420)"
IL421,10.66268739262153,"(706, 422)"
IL421,3.7090929193328463,"(309, 511)"
IL421,9.732312244436086,"(118, 512)"
IL421,0.0489479896432598,"(702, 512)"
IL421,5.275821841583495,"(887, 512)"
IL421,2.769593298590032,"(702, 611)"
IL421,7.947897190861008,"(894, 611)"
IL421,7.584148979129964,"(118, 612)"
IL421,3.923524629494168,"(308, 612)"
IL422,17.06300931221741,"(312, 70)"
IL422,43.076783998393154,"(120, 75)"
IL422,10.199492718244732,"(897, 180)"
IL422,4.283843205629353,"(511, 181)"
IL422,13.063358703395648,"(308, 183)"
IL422,13.148938148590783,"(711, 183)"
IL422,33.5963451269198,"(129, 185)"
IL422,9.93911530885401,"(309, 293)"
IL422,18.483304761580584,"(510, 294)"
IL422,12.037130979656167,"(122, 296)"
IL422,2.6813979460892945,"(700, 297)"
IL422,16.531869993479148,"(901, 297)"
IL422,19.689003871543264,"(124, 410)"
IL422,10.692670518542087,"(708, 412)"
IL422,35.86328712489628,"(897, 416)"
IL422,0.1857738973830542,"(309, 512)"
IL422,49.99561210818486,"(119, 514)"
IL422,34.51734101363225,"(897, 514)"
IL422,10.021009818235417,"(309, 609)"
IL422,19.09943756104672,"(119, 610)"
IL422,12.812834829282696,"(896, 611)"
IL422,1.3373705086570844,"(706, 612)"
IL423,6.222374118731329,"(896, 50)"
IL423,7.987164933392542,"(708, 54)"
IL423,6.67485246772709,"(308, 55)"
IL423,0.6174152280382694,"(892, 155)"
IL423,12.743600215645692,"(311, 160)"
IL423,19.83644450752809,"(508, 160)"
IL423,9.771812951503495,"(708, 266)"
IL423,19.4722641711906,"(507, 269)"
IL423,4.941739788445673,"(895, 270)"
IL423,11.76320480115199,"(312, 271)"
IL423,12.65474988585887,"(311, 385)"
IL423,4.983132496156372,"(117, 386)"
IL423,1.7905095453367004,"(707, 387)"
IL423,1.1364008145538422,"(897, 485)"
IL423,4.183335290207747,"(310, 496)"
IL423,3.5630453063508725,"(709, 499)"
IL423,20.105426868450746,"(121, 502)"
IL424,7.525553242693257,"(316, 58)"
IL424,10.151551981128918,"(128, 59)"
IL424,4.987782643651525,"(709, 61)"
IL424,10.4156508300382,"(903, 63)"
IL424,14.816120079906163,"(312, 158)"
IL424,0.0905644504324962,"(900, 158)"
IL424,15.272821636939248,"(127, 162)"
IL424,0.8410378614949678,"(709, 162)"
IL424,17.21851472836833,"(518, 266)"
IL424,15.899615108819017,"(127, 269)"
IL424,7.061347845391908,"(904, 272)"
IL424,15.26269383284594,"(707, 273)"
IL424,14.074989054431256,"(309, 274)"
IL424,4.890058812073517,"(905, 369)"
IL424,9.251373954007516,"(313, 376)"
IL424,16.932942589064847,"(512, 378)"
IL424,13.611147437320504,"(708, 378)"
IL424,2.64055953392634,"(510, 466)"
IL424,3.4196685496518304,"(725, 470)"
IL424,12.586295298136124,"(339, 471)"
IL424,0.0382162209056442,"(904, 471)"
IL424,3.212554964896129,"(712, 627)"
IL424,7.944097442815418,"(512, 628)"
IL424,5.674309259983757,"(908, 629)"
IL424,5.436229813265951,"(325, 632)"
IL425,6.923169611135347,"(719, 46)"
IL425,5.654509599359936,"(900, 56)"
IL425,15.744208400228596,"(129, 57)"
IL425,18.675066184439384,"(309, 58)"
IL425,17.164229171002898,"(304, 164)"
IL425,15.545447830322423,"(710, 165)"
IL425,4.873941326531601,"(896, 166)"
IL425,19.448303654295344,"(515, 168)"
IL425,4.24565852201228,"(902, 274)"
IL425,14.536613565131995,"(310, 277)"
IL425,13.144729118129789,"(512, 281)"
IL425,13.820601968236176,"(706, 281)"
IL425,1.6380155598836792,"(899, 384)"
IL425,12.419410908720891,"(124, 388)"
IL425,7.909751883189355,"(312, 388)"
IL425,12.022359208604538,"(709, 390)"
IL425,5.132614003827389,"(313, 498)"
IL425,5.493268675066374,"(898, 498)"
IL425,1.2163904012023383,"(710, 500)"
IL425,6.437090647617338,"(316, 607)"
IL425,8.335079388251103,"(704, 609)"
IL425,8.063541923946211,"(901, 609)"
IL425,21.207450775830523,"(118, 610)"
IL426,11.856130740824756,"(901, 88)"
IL426,0.4267882394705689,"(514, 90)"
IL426,21.96041939166806,"(321, 92)"
IL426,6.205527186029585,"(123, 93)"
IL426,5.767297009544375,"(717, 93)"
IL426,7.753359988423638,"(904, 190)"
IL426,18.598628346891942,"(318, 196)"
IL426,12.64997163047403,"(124, 197)"
IL426,22.415543769777518,"(522, 199)"
IL426,20.280907028884464,"(713, 206)"
IL426,12.601132559217024,"(903, 304)"
IL426,27.433454217538703,"(514, 305)"
IL426,9.715761104158238,"(130, 306)"
IL426,23.746290038434225,"(312, 307)"
IL426,22.36019776615544,"(710, 309)"
IL426,23.33393389462497,"(132, 406)"
IL426,8.49462403689114,"(322, 407)"
IL426,10.896438061569436,"(900, 412)"
IL426,22.79696006286334,"(710, 414)"
IL426,27.17618522270704,"(129, 505)"
IL426,11.118683286915749,"(324, 508)"
IL426,13.134542671504889,"(901, 508)"
IL426,4.186203514532,"(719, 511)"
IL426,18.616638297140696,"(125, 604)"
IL426,5.269703744162367,"(324, 604)"
IL426,6.915310275892356,"(709, 607)"
IL426,13.782267350318389,"(898, 608)"
IL427,0.2886059106204888,"(316, 61)"
IL427,5.670152559909074,"(313, 170)"
IL427,9.213033651490598,"(511, 172)"
IL427,8.273652196724777,"(508, 282)"
IL427,3.224793007934069,"(704, 283)"
IL427,6.509158807780487,"(313, 286)"
IL427,6.92460582781651,"(310, 390)"
IL428,7.991659667878794,"(311, 78)"
IL428,7.413440169788732,"(710, 81)"
IL428,12.330941356309852,"(127, 83)"
IL428,11.20101357521928,"(312, 171)"
IL428,16.38161903369098,"(513, 172)"
IL428,4.603391105915394,"(900, 174)"
IL428,10.030775888034633,"(712, 177)"
IL428,15.83064320484891,"(126, 178)"
IL428,15.426497148502971,"(511, 287)"
IL428,3.026809498102581,"(899, 288)"
IL428,10.281866561116775,"(709, 289)"
IL428,9.150236878583495,"(309, 290)"
IL428,13.57125143382923,"(125, 292)"
IL428,3.399388873594578,"(899, 392)"
IL428,7.198177601346721,"(316, 397)"
IL428,4.299289509524625,"(711, 488)"
IL428,6.521348333054037,"(126, 491)"
IL428,7.54029898703739,"(314, 492)"
IL428,5.927753805690854,"(315, 605)"
IL428,10.712697823403202,"(704, 605)"
IL428,15.625514999720703,"(122, 606)"
IL430,9.09293845863237,"(723, 547)"
IL430,30.69929780191155,"(159, 274)"
IL430,19.86464057562205,"(884, 633)"
IL430,3.310282804084082,"(543, 62)"
IL430,18.752303561445277,"(911, 63)"
IL430,13.135656759043366,"(310, 54)"
IL430,10.71244811183414,"(709, 55)"
IL430,27.102020270567834,"(128, 63)"
IL430,35.21691240472464,"(313, 157)"
IL430,32.13233529029678,"(620, 158)"
IL430,18.958664588837827,"(887, 158)"
IL430,16.21890245447588,"(111, 163)"
IL430,41.88397708134156,"(506, 268)"
IL430,39.54089250422712,"(313, 274)"
IL430,25.56506046313389,"(750, 339)"
IL430,8.892784974692715,"(308, 382)"
IL430,27.936193007060552,"(124, 385)"
IL430,17.551400714740325,"(124, 491)"
IL430,16.077090382613406,"(897, 492)"
IL430,10.204553284912343,"(311, 494)"
IL430,4.591588606180824,"(519, 603)"
IL430,30.899101459451003,"(229, 605)"
IL430,2.523664359237788,"(714, 565)"
IL430,22.66652150209493,"(743, 578)"
IL432,8.3527400442605,"(529, 82)"
IL432,23.817052528690983,"(317, 86)"
IL432,5.40082153277614,"(718, 87)"
IL432,16.3717703006243,"(909, 90)"
IL432,17.63492819536114,"(127, 92)"
IL432,3.3451322769937963,"(904, 188)"
IL432,22.53658831581152,"(322, 189)"
IL432,2.4782881876986758,"(713, 189)"
IL432,18.289082448919565,"(126, 192)"
IL432,16.720399820634597,"(133, 279)"
IL432,8.441905408508957,"(910, 283)"
IL432,26.774797271035403,"(321, 286)"
IL432,23.900966425264254,"(517, 286)"
IL432,13.456244897272969,"(715, 288)"
IL432,7.438253079810227,"(910, 379)"
IL432,5.118432197507547,"(712, 380)"
IL432,17.407793140743465,"(128, 381)"
IL432,22.94155432243181,"(322, 384)"
IL432,0.0398997270928482,"(511, 386)"
IL432,20.92734997145085,"(121, 493)"
IL432,2.5712573991802863,"(709, 493)"
IL432,4.855736028898475,"(322, 494)"
IL432,0.3131542172687043,"(904, 497)"
IL432,1.936431954759641,"(901, 601)"
IL433,85.29550597170372,"(925, 106)"
IL433,59.62806298753979,"(920, 571)"
IL433,48.96470604808988,"(398, 456)"
IL433,60.58070793145282,"(715, 81)"
IL433,7.367060191894092,"(513, 83)"
IL433,113.28013793188146,"(312, 86)"
IL433,120.31986945125983,"(115, 90)"
IL433,20.16747185453486,"(638, 121)"
IL433,130.138117124426,"(310, 215)"
IL433,121.11642558213744,"(897, 215)"
IL433,118.17632607964988,"(513, 225)"
IL433,109.1454803085056,"(715, 233)"
IL433,107.74505443469248,"(117, 234)"
IL433,91.41228353906266,"(900, 382)"
IL433,22.728703278164357,"(705, 385)"
IL433,109.75499659440146,"(116, 387)"
IL433,2.7661331418996102,"(509, 387)"
IL433,107.49174896522204,"(314, 390)"
IL433,102.1987578397682,"(115, 541)"
IL433,21.907438917614456,"(308, 541)"
IL433,5.135594824682119,"(705, 553)"
IL433,11.807241323251692,"(321, 658)"
IL434,5.8761288600575,"(897, 62)"
IL434,6.411979102314535,"(705, 65)"
IL434,4.783161041225557,"(116, 67)"
IL434,16.50874717782087,"(707, 172)"
IL434,11.650435610627788,"(898, 172)"
IL434,17.674180213778534,"(310, 173)"
IL434,24.72365855366337,"(507, 177)"
IL434,14.527347087737189,"(118, 179)"
IL434,11.11576497995641,"(896, 285)"
IL434,17.332817884180745,"(312, 287)"
IL434,14.309304161996522,"(705, 288)"
IL434,22.695200842220583,"(515, 289)"
IL434,8.689635861369442,"(121, 292)"
IL434,3.998545656610172,"(902, 398)"
IL434,11.631619191005292,"(312, 402)"
IL434,8.037638653165857,"(710, 402)"
IL434,20.57666452150398,"(123, 403)"
IL434,3.6959675807350942,"(315, 514)"
IL434,3.586320214980113,"(713, 518)"
IL434,20.07599593219129,"(120, 519)"
IL434,4.301884184258092,"(715, 612)"
IL434,4.870798636483813,"(311, 613)"
IL434,3.391856693399469,"(121, 614)"
IL435,20.343077450434343,"(317, 170)"
IL435,31.694538752849148,"(515, 170)"
IL435,17.658177387768454,"(707, 172)"
IL435,14.621756689725537,"(316, 281)"
IL435,32.058630950344266,"(511, 283)"
IL435,16.29388326022344,"(119, 289)"
IL435,1.8451911073059344,"(316, 395)"
IL435,23.810653446558845,"(121, 399)"
IL435,4.041478557694049,"(314, 508)"
IL435,0.7083453413521879,"(319, 611)"
IL435,4.558764212604393,"(511, 615)"
IL439,34.8389876643388,"(905, 56)"
IL439,9.289894576856636,"(709, 59)"
IL439,6.421548712817211,"(317, 61)"
IL439,94.25471061599214,"(126, 63)"
IL439,7.209244789850892,"(902, 167)"
IL439,71.30429094511402,"(710, 169)"
IL439,80.67046128473834,"(313, 171)"
IL439,85.97044223476362,"(511, 171)"
IL439,90.3213508247252,"(125, 175)"
IL439,93.95193477207704,"(517, 279)"
IL439,12.356413442554448,"(897, 281)"
IL439,90.06395519733414,"(124, 282)"
IL439,96.25162168110674,"(710, 283)"
IL439,74.18758427025091,"(312, 284)"
IL439,89.54875069247507,"(703, 379)"
IL439,1.2611523206975803,"(902, 385)"
IL439,80.79664002506573,"(311, 389)"
IL439,86.50775566759944,"(512, 389)"
IL439,85.71522771789603,"(121, 390)"
IL439,80.22896614883066,"(120, 501)"
IL439,82.56720986275107,"(309, 502)"
IL439,30.16422718700774,"(712, 502)"
IL439,5.330037044221479,"(902, 502)"
IL439,4.995824625137328,"(903, 611)"
IL439,6.4995742761006685,"(706, 614)"
IL440,2.9086920308614834,"(901, 55)"
IL440,7.773213872656053,"(127, 60)"
IL440,11.861629623571805,"(316, 60)"
IL440,12.543308160116403,"(314, 161)"
IL440,14.731984216236524,"(711, 163)"
IL440,20.17513995652244,"(511, 165)"
IL440,12.016864666306844,"(122, 168)"
IL440,2.159605947734259,"(904, 251)"
IL440,18.205189707766216,"(514, 267)"
IL440,14.15019799964018,"(126, 269)"
IL440,10.122413542906456,"(314, 269)"
IL440,12.4894890954512,"(717, 269)"
IL440,10.369348732958157,"(314, 378)"
IL440,3.1487549981971794,"(902, 379)"
IL440,14.489379286189887,"(122, 380)"
IL440,1.6693453303325017,"(709, 381)"
IL440,0.7194449717307538,"(317, 488)"
IL440,0.6414260698156191,"(898, 488)"
IL440,7.771113032319918,"(123, 491)"
IL440,7.63546655701862,"(313, 594)"
IL440,2.7854116748538558,"(704, 595)"
IL440,9.115352503256222,"(132, 599)"
IL440,4.695465489352114,"(894, 599)"
IL442,11.558228580352246,"(312, 82)"
IL442,17.80007240695706,"(734, 83)"
IL442,9.419197095068196,"(127, 84)"
IL442,17.26895487594284,"(509, 191)"
IL442,12.539415674303168,"(128, 194)"
IL442,4.983458263453074,"(900, 194)"
IL442,8.971313330065037,"(705, 196)"
IL442,9.891313316531676,"(312, 197)"
IL442,11.622052340752129,"(510, 301)"
IL442,3.975588072511804,"(896, 303)"
IL442,5.152530428401529,"(126, 305)"
IL442,8.118677421720015,"(310, 306)"
IL442,7.947396850612111,"(708, 308)"
IL442,3.988785191602399,"(312, 414)"
IL442,3.1716608631841376,"(897, 414)"
IL442,12.281982172851006,"(708, 415)"
IL442,15.752530428401528,"(126, 416)"
IL442,0.24839819699657,"(313, 608)"
IL442,1.1275304284015286,"(700, 609)"
IL442,5.308755327999923,"(898, 610)"
IL445,12.017644052447936,"(316, 103)"
IL445,11.601230501046068,"(902, 103)"
IL445,23.690334483346952,"(123, 105)"
IL445,54.02183896075466,"(319, 205)"
IL445,63.34447009069637,"(511, 205)"
IL445,57.0524814541532,"(710, 205)"
IL445,31.09092644699201,"(124, 210)"
IL445,59.19876278886896,"(312, 298)"
IL445,60.93668466302582,"(509, 298)"
IL445,55.9962374842863,"(124, 299)"
IL445,56.14268799249773,"(709, 300)"
IL445,27.958428154475676,"(904, 392)"
IL445,53.52245212316251,"(314, 393)"
IL445,42.77832699326353,"(509, 393)"
IL445,45.65475547710735,"(706, 395)"
IL445,44.0784284381777,"(312, 490)"
IL445,34.24511862259303,"(123, 491)"
IL445,43.49435187435361,"(906, 596)"
IL445,41.13972840020573,"(126, 601)"
IL445,4.360341946829201,"(316, 601)"
IL446,57.69483341995649,"(902, 89)"
IL446,79.64487742013475,"(127, 93)"
IL446,8.830647256937628,"(315, 93)"
IL446,5.879215911706363,"(716, 93)"
IL446,62.121128433586485,"(908, 184)"
IL446,79.64708027651825,"(513, 187)"
IL446,55.86483887880812,"(318, 189)"
IL446,75.96449321184164,"(710, 189)"
IL446,34.03835643162786,"(132, 193)"
IL446,7.186206345610986,"(713, 296)"
IL446,4.446370891644565,"(514, 298)"
IL446,5.280078919666145,"(910, 298)"
IL446,34.947967309967694,"(308, 300)"
IL446,55.88703134547867,"(905, 399)"
IL446,61.67462955210937,"(709, 406)"
IL446,4.378081745855499,"(316, 407)"
IL446,4.950637133382252,"(712, 503)"
IL446,58.59812127140308,"(900, 503)"
IL446,40.715942737123584,"(909, 596)"
IL446,73.0339772247509,"(122, 601)"
IL446,14.865533465120691,"(314, 603)"
IL446,8.200836495423719,"(513, 605)"
IL446,10.847682964587126,"(713, 605)"
IL448,12.468902065861776,"(124, 103)"
IL448,12.25878795174766,"(320, 104)"
IL448,1.6758244032188945,"(715, 104)"
IL448,12.704782434810664,"(317, 201)"
IL448,6.747082637737999,"(714, 201)"
IL448,0.8369490118903729,"(910, 201)"
IL448,1.4103435073032164,"(127, 202)"
IL448,16.750415206167986,"(519, 202)"
IL448,17.653325788808296,"(519, 309)"
IL448,12.224706650934651,"(130, 311)"
IL448,14.31226815922787,"(318, 313)"
IL448,4.959212067726905,"(719, 313)"
IL448,11.682982366175056,"(318, 404)"
IL448,0.2076408046005138,"(519, 404)"
IL448,7.441564383351678,"(903, 404)"
IL448,5.67706545312964,"(714, 405)"
IL448,2.2688099609773387,"(320, 498)"
IL448,9.133945991775269,"(126, 500)"
IL448,1.9757537068597568,"(908, 503)"
IL448,2.1979118133141453,"(316, 598)"
IL448,14.266275710693048,"(123, 599)"
IL448,1.6362414279081312,"(716, 602)"
IL448,2.529819775715654,"(900, 602)"
IL450,14.12749625450708,"(312, 70)"
IL450,12.098668861841793,"(126, 72)"
IL450,14.639862292166706,"(511, 180)"
IL450,10.643065567892632,"(122, 181)"
IL450,10.50028849009889,"(311, 182)"
IL450,12.544120823620142,"(707, 182)"
IL450,15.32956960743809,"(515, 288)"
IL450,12.768164285747297,"(712, 289)"
IL450,1.602081503033813,"(902, 289)"
IL450,9.726739037280389,"(122, 291)"
IL450,12.279888038816486,"(319, 291)"
IL450,4.207492175355702,"(508, 387)"
IL450,2.423327095484101,"(315, 392)"
IL450,6.31335755894564,"(714, 392)"
IL450,3.221643495879114,"(899, 394)"
IL450,0.5767390372803884,"(125, 396)"
IL450,12.96959618013753,"(123, 504)"
IL450,3.869191867469068,"(905, 505)"
