,Height
IL749,2.0559914285714287
IL750,1.6967128571428571
IL751,1.8632657142857143
IL752,1.8517128571428572
IL753,2.047352857142857
IL754,1.9257757142857144
IL755,1.5017814285714286
IL756,1.85729
IL757,1.8117971428571429
IL758,1.7606585714285714
IL759,1.8508514285714286
IL760,1.9956928571428572
IL761,1.79194
IL762,1.88181
IL763,1.8299228571428572
IL764,2.0270714285714284
IL765,1.9190642857142857
IL767,1.8822471428571428
IL768,1.9770957142857142
IL769,1.9289857142857143
IL771,1.98313
IL772,1.741107142857143
IL773,2.11197
IL774,2.5042257142857145
IL776,2.43422
IL777,2.2152471428571427
IL778,1.9595428571428573
IL780,2.007022857142857
IL782,1.9376385714285713
IL783,1.9492414285714286
IL784,2.066851428571429
IL786,1.9559542857142858
IL787,2.0620028571428572
IL788,2.058672857142857
IL792,2.344562857142857
IL793,2.37109
IL795,2.73978
