,acc,height,coordinates
0,IL401,5.132648463868815,"(887, 80)"
1,IL401,0.6312661885279756,"(314, 92)"
2,IL401,0.16905345763185142,"(707, 94)"
3,IL401,10.758916694686823,"(129, 97)"
4,IL401,8.976257486425204,"(892, 191)"
5,IL401,0.41434893319499544,"(710, 195)"
6,IL401,4.957607877327835,"(312, 196)"
7,IL401,16.440622818545314,"(120, 201)"
8,IL401,6.913278617792345,"(702, 286)"
9,IL401,9.21054320071092,"(887, 297)"
10,IL401,17.457504331452967,"(123, 298)"
11,IL401,0.6061545109458857,"(316, 302)"
12,IL401,3.433400343568062,"(888, 395)"
13,IL401,18.077607877327836,"(313, 398)"
14,IL401,20.45094121066117,"(514, 399)"
15,IL401,11.288950844023022,"(713, 399)"
16,IL401,18.027266873078155,"(124, 401)"
17,IL401,9.43760202424033,"(888, 503)"
18,IL401,20.59661285245221,"(513, 509)"
19,IL401,7.665344156124933,"(713, 511)"
20,IL401,18.90646359872087,"(314, 512)"
21,IL401,19.753603354122305,"(122, 513)"
22,IL401,6.4356105103351915,"(715, 622)"
23,IL401,4.290543200710919,"(886, 623)"
24,IL401,15.587749904621534,"(125, 628)"
25,IL402,16.790641725095636,"(895, 80)"
26,IL402,1.5895079513073682,"(315, 82)"
27,IL402,3.721436866465444,"(118, 84)"
28,IL402,2.3627215322454544,"(716, 85)"
29,IL402,12.146055924115888,"(892, 186)"
30,IL402,1.4242140695588876,"(710, 193)"
31,IL402,26.394467457717543,"(125, 197)"
32,IL402,26.576651880504162,"(709, 295)"
33,IL402,10.061076187540408,"(893, 295)"
34,IL402,31.017049890454413,"(315, 299)"
35,IL402,31.48351755214595,"(515, 299)"
36,IL402,18.335150141691425,"(127, 302)"
37,IL402,30.74958720388725,"(514, 415)"
38,IL402,21.732436803668467,"(120, 416)"
39,IL402,14.213030365437984,"(891, 416)"
40,IL402,27.504214069558888,"(313, 418)"
41,IL402,27.622224019807643,"(707, 422)"
42,IL402,26.61134005723729,"(122, 519)"
43,IL402,29.50700013921063,"(318, 519)"
44,IL402,31.56570660687232,"(514, 519)"
45,IL402,30.404512577021574,"(703, 522)"
46,IL402,7.690277868212677,"(890, 523)"
47,IL402,6.6265523780166,"(890, 626)"
48,IL402,21.394779929529246,"(122, 627)"
49,IL402,25.793789939431033,"(704, 630)"
50,IL404,28.262919082201012,"(886, 40)"
51,IL404,25.8595910623397,"(295, 61)"
52,IL404,31.120566560588973,"(106, 66)"
53,IL404,27.126765800932585,"(888, 140)"
54,IL404,31.745175797498714,"(703, 150)"
55,IL404,30.689852414414137,"(503, 152)"
56,IL404,29.287066344762398,"(303, 156)"
57,IL404,0.3643461367473515,"(114, 162)"
58,IL404,27.93184246416538,"(896, 252)"
59,IL404,0.6679894363110206,"(704, 258)"
60,IL404,33.04030017560816,"(312, 261)"
61,IL404,32.08786236466289,"(121, 270)"
62,IL404,14.158509130832048,"(718, 352)"
63,IL404,23.196121071130555,"(905, 356)"
64,IL404,0.008857389538513338,"(518, 364)"
