ID	meanPSRI	meanCRI550	meanMCARI	meanARI
IL401	0.054174899421900444	0.0012042611220629542	1078.2201920085251	0.0012963944130882509
IL402	-0.015226607052306286	0.0016188099878058125	3007.1897539791353	0.00010531376573271991
IL404	-0.00758933220830058	0.0015510596264944442	2470.0925264928383	-5.2987506303933626e-05
IL405	-0.003212105306233737	0.00154632905782327	2318.504438101076	0.00020247623036012826
IL407	0.006336283509728664	0.0015087345753289404	2231.8393760648855	-1.5499802173197066e-07
IL408	-0.01520119275623307	0.001994189884162651	2798.4760317393366	0.0002897582920016328
IL409	0.006539783129234246	0.0019386306614797655	1954.826176444281	0.000287193181173053
IL410	0.08457598325896915	0.0018299872795805305	1724.9746161179173	0.001237067624214142
IL411	0.025354410676146803	0.0019463760342008562	2093.030219581326	0.00041762005448878447
IL412	-0.0037068776710314916	0.0020173945850198464	2830.2885851956617	0.0006404615462295397
IL413	0.03436870492707441	0.0019593690112283016	2835.4614039788157	0.0005115602586118556
IL416	0.02510603187121345	0.0014689516045380145	1737.9818884793451	0.00030954430293039846
IL417	-0.02178571138954233	0.001767158232424266	3381.5012362752977	-0.0002767030911666812
IL418	0.04653045878493579	0.0014421221695291007	1878.4663413388441	0.00029487911547252006
IL419	0.09928209067492862	0.0008178876518064471	539.2681604343147	0.0007074695078249187
IL420	-0.01048611823576233	0.0020966916829904475	2921.2191725226658	-0.00013646277725901784
IL421	-0.002771137029119042	0.001683544022909463	2868.188190959237	-5.2111901341233695e-05
IL422	0.05484381593167275	0.00135583480842828	1612.305347727773	0.0004225807934658858
IL423	0.018406996570437834	0.001486183522192683	1867.653629980102	0.0003382675524443023
IL424	-0.014825588752638449	0.001515915408898261	2964.259127761625	-0.00010877923981116264
IL425	-0.00394089711534864	0.0014499239020320065	1514.414187068066	0.00021601065508326597
IL426	-0.026185420874898876	0.0017159139334628037	3374.954189942097	-0.00025939560263935405
IL427	0.034371223720326645	0.0016395284861843143	2157.7470687808627	0.0003597299732407334
IL428	0.01366208138261368	0.0018059352236656015	2214.8443254632516	6.593659989213744e-05
IL430	-0.012087660144516699	0.0024072250801254356	4429.134824255689	0.0004432971107347387
IL431	0.1202977842752295	0.0009612801599182955	713.8513561886502	0.0008875269479890488
IL432	-0.012448879417677371	0.0018449834310683753	3219.0298780932667	5.6254349620653365e-05
IL433	-0.018446245938264265	0.002237122817216068	2791.0143730324444	-0.00022333651737423986
IL434	-0.00817180899836319	0.0019768992721230292	3066.356553925853	-0.00013499782550190707
IL435	0.040639949049465586	0.0016922555894926586	1965.258272867341	0.0007992373704491006
IL436	0.027630891016608452	0.00138005884246766	1438.9022636108955	0.0005895026840781105
IL439	-0.0017067043654818233	0.001982351266273684	2407.476870635396	5.549383478533454e-06
IL440	-0.009305676167314463	0.0013550587448358563	2003.2188438343176	-4.568630238975271e-05
IL442	-0.012503308601591198	0.001427719685346353	2192.376452923793	3.872737818818907e-05
IL445	0.07463944815389642	0.001200980037679259	1056.8442229388731	0.0007720081573033262
IL446	-0.006010840743634178	0.0020771987598475106	2734.395684163619	4.15962807980553e-05
IL448	-0.006955932432823948	0.0017540391268379115	2808.7570291718125	-8.606809448227956e-05
IL450	-0.006931663126291219	0.0017552546538493242	3310.3591814579017	-0.00018979478658817027
