ID	meanPSRI	meanCRI550	meanMCARI	meanARI
IL401	0.04359438908467121	0.0015303783984724024	1952.576010862508	2.09952970821097e-05
IL402	0.020107342950402774	0.0015002742956096006	2077.6362526352714	-4.0050777668901685e-05
IL404	-0.0005020929131680534	0.0013531642282478104	2350.471157347732	-0.00011642016017466845
IL405	0.006461603485216765	0.0016521664632691906	2326.9413770228703	-0.0001239086773074265
IL407	0.004653258072407459	0.0015136989689070023	2121.2228532458707	-0.00011957321454534803
IL408	0.018746423909638155	0.0013918519344383654	1982.0917932609834	-6.571608786958408e-05
IL409	0.018754167895737413	0.001581244666836253	2109.6999274094533	-7.069610575439164e-05
IL410	0.045713888483691185	0.001888137167998412	2820.0473688762822	0.0003468951382368888
IL411	0.019702043559505913	0.0017867603590353402	2465.0167509796165	-8.226527110097114e-05
IL412	0.012519238381993135	0.001690439370432151	2478.4030730348964	-0.00012982635495793898
IL413	0.038396776040874346	0.0018121365940612286	2861.5156869945195	-9.530168506934976e-05
IL416	0.029280575640378764	0.0015501685083335532	2070.9397791262872	-5.461592739220451e-05
IL417	0.0009151653924065526	0.0015664856997538357	2423.8484385571282	-0.00014726284265535394
IL418	0.03472485564603433	0.0018519522936766054	2621.3287329919303	-0.00010915938458126083
IL419	0.0385006695984206	0.0008990395874154032	1032.4935268825816	1.1770143842929158e-05
IL420	0.009952324669662364	0.0014460738145058221	2303.095369773299	-0.00012089165073593935
IL421	0.027531680637681622	0.00160915951987859	2395.8012145551	-0.00011380507495119228
IL422	0.048730689242350085	0.0013155378942069312	2049.7176485176587	-2.9010313608378017e-05
IL423	0.024026963981179456	0.0015113622186191753	2209.993122074565	-0.00011104520968443826
IL424	0.0209492434640214	0.0013996111221617224	2318.8196220586055	-0.00011478233275038405
IL425	0.02857341778336556	0.0011841007321175517	1272.0659725054802	-2.680325795335075e-05
IL426	0.003586743404524903	0.0014849029523087793	2276.488277914334	-0.00014454740311605377
IL427	0.038703443754328555	0.0015460345070654525	2192.436475175433	-8.036157704579052e-05
IL428	0.020503888307768635	0.0016281764399540884	2410.4178866099114	-0.00011754029755371661
IL430	-0.001677435700812321	0.002213625403613292	3746.3590027585974	0.0008808965443308158
IL431	0.05541586972671504	0.001110967756873097	1420.0443193113922	2.7111966878104875e-05
IL432	0.0066186480649597515	0.0014170356276313391	2750.571485629401	-0.0001339941590652727
IL433	-0.008228880260167637	0.0018991439288039327	2915.208379248837	-0.00016309562800155086
IL434	0.007940072805516193	0.001977309638401021	3339.709423904064	-0.00015599164681205063
IL435	0.029369377141253438	0.0017935497505129113	2868.3350029525222	-9.799138855025321e-05
IL436	0.029119126178744226	0.0014453992790029074	2015.98453497767	7.093248682885323e-06
IL439	0.017431891758307595	0.0017834970114343407	2380.1280927135667	-9.8849456489056e-05
