ID	meanPSRI	meanCRI550	meanMCARI	meanARI
IL401	0.04121394799773381	0.002132358334588014	1654.1891885075167	0.0004596383657654266
IL402	0.034467292944478284	0.0020505274718554804	1463.2433043332605	0.00013614078681263998
IL404	0.014920418714482814	0.0015035470915018552	1694.445198570749	0.00027026412754707944
IL405	0.018577088328828522	0.0018736536761647874	1622.519221390633	3.5345511045859386e-05
IL407	0.019549717027873833	0.001885743868749717	1585.4012162224305	4.28645730541468e-05
IL408	0.025395165643861104	0.0018330556288180273	1442.7990697147231	4.8344852548178975e-05
IL409	0.0219282637778145	0.001944483359323776	1608.3087570388561	0.0002537140404451966
IL410	0.04500338309837289	0.002305190693801912	2563.7340977250997	0.004168186227709307
IL411	0.03011544444256285	0.0023159150894973405	1943.5549100159858	5.9732606603292936e-05
IL412	0.027295820625926313	0.002036818794145676	1748.0355812209189	3.913377058530683e-05
IL413	0.034322220059799735	0.0023271355863979863	2605.540970898287	1.2394174255399739e-05
IL416	0.026824271750562574	0.0020079733413704824	1635.6879225694759	5.3797484532031996e-05
IL417	0.01986911151808771	0.0018726910860807845	1644.6029436333772	-2.589495922291608e-05
IL418	0.02440528931710208	0.0022497917630982214	2375.9725955539043	-3.182408196158892e-05
IL419	0.025599858705407243	0.0014448349467460662	1073.3175751675662	7.602247976820844e-05
IL420	0.02552686446720513	0.0016677135139105727	1459.6880109054796	3.5745994959306185e-05
IL421	0.024832397368978118	0.0019273521058107905	1859.662536736356	-1.326497364375217e-05
IL422	0.024718668472976393	0.002056602660941143	2235.811358202401	-1.0092229036257978e-05
IL423	0.02615097016897251	0.0019911640197336697	1770.1787877033728	2.4867414072805054e-05
IL424	0.03354750594727879	0.001688481050075424	1412.741502993707	5.906563185391222e-05
IL425	0.05039393479132148	0.0017453497166279393	768.3949029437953	0.0001672075944325397
IL426	0.0197399201139132	0.0017277488964919988	1551.6958554185214	-1.1838393198585867e-05
IL427	0.025949521551493757	0.0018727675330384556	1772.299188872621	1.1902825785619642e-05
IL428	0.0281499040517075	0.0020341459639084607	1858.080548702769	-1.2367760438045737e-06
IL430	0.03218838420715209	0.0012457204532003215	1669.2265388787278	0.004622916375239728
IL431	0.02235728957931859	0.0019423668155516118	1811.2101648701716	2.2873392196638904e-05
IL432	0.02110658063806537	0.0016942499232970344	1855.8500871153683	-1.6870419587023972e-05
IL433	0.011532270942660879	0.0018121566884362263	1434.6660883765712	7.299218833067703e-05
IL434	0.024566849720650603	0.0022670337851398367	2196.96764319246	-2.6985687179805883e-05
IL435	0.02026750846374358	0.002216024173196257	2531.538683322722	-3.763784230869281e-05
IL436	0.0158930428916201	0.0018814772280110895	1739.489642533763	3.0326285258236927e-05
IL439	0.015358606315946707	0.0021703842233190052	1821.170209730994	5.550462847498818e-05
IL440	0.017434027495336377	0.0017517250697233926	1821.7850057556168	-2.784572538091265e-05
IL442	0.015041737916387358	0.001919673052426855	1740.102083328509	-4.838175474859669e-05
IL445	0.02691887773320578	0.0018155156559869698	1633.6999758742568	3.88513727377357e-05
IL446	0.03960057581298513	0.0018630785541817996	1359.8006166951818	3.7540174901938754e-05
IL448	0.037253619833623894	0.0016072102935538884	1035.6879596470067	9.642908229065952e-05
IL450	0.031715690342095385	0.0018262235423073723	2191.6795754633217	4.506194092624368e-06
IL451	0.03125348299385837	0.0016934003979623103	1971.3460619321484	6.26133120379481e-05
IL452	0.026071743395359913	0.0019729533729807938	1862.4048160052753	-8.938303087749337e-06
IL453	0.032757331329706464	0.0017020588379501032	1404.8723267749824	3.066199229684853e-05
IL454	0.02940530744933435	0.0023963493572671237	2022.7193941832181	-3.896092306548901e-05
IL455	0.013890646916301697	0.002103162356716497	2740.528116573114	-7.240910344422121e-05
IL456	0.022849650044012973	0.0015684839080068165	1502.1816122596613	1.8718319538335485e-05
IL457	0.02741055839736995	0.0025558303521905816	2844.2717183017153	-8.050395981210741e-05
IL458	0.030523021169500873	0.0018489156715662768	1653.740780134207	9.434202402095802e-05
IL459	0.02507523135675906	0.0017218296030068736	1205.1892176901733	3.696981923437449e-05
IL460	0.030324487385824314	0.002196265604454292	2694.1736426454777	-7.479725107804695e-05
IL462	0.036667943621687155	0.0016761758057769335	1876.7196255670287	3.4156308208409955e-05
IL463	0.025169978338782217	0.0019147709723727586	1361.5557150654781	3.8789169423340944e-06
IL465	0.02682518096629814	0.001545578520082036	1368.967873025402	0.00023109054070241932
IL466	0.018285111093030892	0.0017587787207907124	1240.5844582946863	-6.4196496484322045e-06
IL467	0.05603966009474351	0.000736560497250444	948.3682980669623	0.003921253721136996
IL468	0.03255138876927958	0.002410720263779921	2156.9647673398586	-1.6301792499708763e-05
IL470	0.052292759569689526	0.002085317641788789	1906.850472093657	0.006522026703631337
IL471	0.017117103223794936	0.002058151460938483	1797.608052511615	-2.4260342978112e-05
IL472	0.015590805195176988	0.002053840558211691	1749.4729529310412	-5.4936341558789766e-05
IL473	0.04015473642446861	0.001276460589599449	1275.9589189996505	0.003431979455206731
IL474	0.010434511329290883	0.0018196402355444808	1307.342371423446	-1.4791313547372693e-05
IL475	0.05860101745807228	-0.000126975005258563	1144.824218396892	0.007887129820336715
IL476	0.0460944390610005	0.00110586545178967	909.7557953502901	0.0029057755186890134
IL479	0.027109921215361175	0.0019912165399669445	1819.3767016059821	0.00012224190466024327
IL481	0.005952704759005014	0.002008561333757018	1387.9308782256994	-2.7401045779262424e-05
IL482	0.022277246258012234	0.0019230339197955824	1431.2696551103777	3.927741849792506e-05
IL483	0.023372531847937646	0.0020197923168277327	1571.424989981143	0.00019551287374525248
IL484	0.011968678732811072	0.0018386190973619758	1443.926061142295	7.860409716534838e-05
IL485	0.033546723777785	0.0015772326267869826	1179.8418509184255	0.0001496943247992637
IL486	0.006101065759044703	0.00188499493176116	1519.5071556872801	-4.156271327136988e-05
IL487	0.0060408932612247244	0.0022694803703207653	1475.7510463898673	-4.355024389226702e-05
IL488	0.017601528769506613	0.0021560021490873702	1998.786472117189	-2.9332404109531204e-05
IL489	0.06663849254717312	0.0001307917577835801	1004.3801255507685	0.007564211808249817
IL490	0.02428280545688932	0.0024224408566842657	2008.395534931464	9.95793335406426e-05
